GSM2233972	GSM2233976	GSM2233978	GSM2233982	GSM2233983	GSM2233984	GSM2233985	GSM2233987	GSM2233988	GSM2233990	GSM2233991	GSM2233992	GSM2233993	GSM2233994	GSM2233995	GSM2233997	GSM2234002	GSM2234007	GSM2234010	GSM2234012
ARF4	7.90430745928903	7.44390759768237	7.95098284030601	7.60067293281258	7.74955681389767	7.21787685611852	8.19442516768786	7.63052493717134	7.54606851756626	8.08051997878754	7.41137604077533	8.12139150809554	7.92605858214465	8.13363347732073	7.23621264843205	7.64676777853218	8.30346542462102	7.73742916621629	8.01289952066532	7.3233830918514
XRCC5	8.01624261679325	7.30972870938507	7.8488031614352	7.66305439825538	7.6257060384397	7.64032396679067	8.62541337472234	7.94112972390535	7.82378953660484	8.10367876825278	7.43060184698562	7.92289746838417	8.05057738747868	7.9190994083063	7.35369852041173	7.56052167898253	8.34392555340374	7.54735825724807	7.88560181814294	7.65382731359538
VAMP3	8.02275336002709	6.57159414648002	7.6219995977562	7.72136888549381	7.95855409576985	8.11690744839609	8.06556289077809	7.47393390486164	8.0213216639998	7.50210850767862	6.83956644123141	7.53962468701626	7.79731978075366	7.56854089843082	7.14099196326724	7.70476895030806	7.60694234607286	7.47388762161753	7.27781844984304	7.52771601290331
CADPS2	7.69892348538446	7.84648503928399	8.03815889615064	7.4647481693534	7.69999406668346	7.20729954306839	8.26531572028107	7.2297123530654	6.14178593796714	7.82285964986287	7.35287257900866	7.67797030562056	7.58112935504483	7.77431006794193	6.99041639830015	7.63513259287109	7.71399835967266	7.54383413421297	7.52502256192269	6.54661317480235
BZW2	7.51553113723839	7.77488418304441	7.8134515264152	7.8920973338887	7.92451844380136	8.03875362209527	8.24004124925187	7.71477453772653	6.68952556136259	8.21299156076267	7.75584221597666	7.68218610089956	8.1973254349546	7.91428146700492	7.11553551802634	7.89699709295336	7.93164863691319	7.60732678676478	7.80599305360785	7.56633988852055
HAGH	7.91285816533562	8.26603303417168	8.37782474134155	7.56341573361206	7.67644149282876	7.35140853360535	8.97554053606848	7.91508474650956	7.64597527534576	8.14007054519765	7.87676594258563	7.86433968181833	8.21899647097495	8.28880469473288	7.47794036215789	8.16822117484502	8.14187802026236	7.91719065954463	8.13682721665278	7.57567958890557
SUPT16H	7.62828959306999	7.54280213324738	8.01533406571352	7.673771812462	7.82636256371015	7.35964428520511	8.56768431366177	7.66194485256177	7.62422617780063	7.98523892829896	7.72677491151631	7.9244725366417	8.13933201537126	7.82608877631763	7.30252613582352	7.58379567891054	8.28413444281726	7.60705582461869	7.85727418905165	7.48448430980376
CLPTM1	7.91964111341498	7.60513992072442	7.9935414801635	8.04398975955563	7.85010445718299	7.69062936165098	7.96035638660909	7.90612410916224	7.49760918119702	7.94845746776711	7.13246854681079	8.28247632317012	8.15360253005772	7.69341995982451	7.42948782105027	7.89614799292854	8.23955470151921	7.68736760808973	7.41406016468125	7.25622790956934
S100A1	7.50801188264302	7.69455681216694	7.69141090180588	7.98742081717059	8.36131608521123	7.3169964284124	7.02257518452229	7.59409870209903	8.27088423843742	7.43396351535163	7.62292188619366	8.02102633991057	7.54057028375314	8.04099326943368	7.40441826317384	7.70477416404308	7.42275243939586	7.87846056046333	7.55585613469893	7.37323349525182
FBXL2	7.43159354655407	8.65730357275927	8.21556155053095	7.69481288044893	7.60923528545664	7.26816972001692	7.70947445135953	7.9915333589475	7.08849479448396	8.5381174185825	8.33483205014827	7.9779954073529	8.18692768675756	7.92468209655471	7.77026779503631	7.98154272667012	8.06121558926801	7.89920328040834	8.1177652181014	7.82469717255391
ATP6V1H	7.88829005468232	8.33540300567868	8.24152909583546	7.73212884486635	7.91259806918658	7.18048184777283	8.59071609259413	8.12682622034861	7.43407069707766	8.16952341724493	8.1531752371682	8.11155702388749	8.2928300484337	8.33385982753067	7.40854984105133	7.69893868139434	8.33031087678123	7.95796278953023	8.31496191908815	7.20558747520728
PPP6C	7.81515813256555	7.44538255224092	7.52119804461414	7.6566520431433	7.71146076492528	7.6361556550529	8.17570779104007	7.66738025747615	7.72036852404737	7.77117172787528	7.10369349969516	7.90892647338849	7.6326114190683	7.54546249760814	7.21828207879625	7.89721767755512	8.06906205475338	7.5397199112343	7.52080464417589	7.30320705107377
FN3KRP	7.06608489080685	8.08994735291533	7.77453751810666	7.98991541228873	7.768125431611	6.86096643902603	8.25836433175178	7.31234863076617	7.8500822937246	8.33540483304911	7.64580575033317	8.27995996826488	8.34129537241266	8.0760387561657	7.39338213408876	7.19587548185773	8.05803252179954	7.71775131076327	8.23680469514854	7.74605995166777
PNRC2	7.86677989260691	7.94585239098361	7.73786283692433	7.56548656731125	7.69377446158888	7.75046653295829	7.67969454370768	7.51525188329937	8.45517443618701	7.78167888662625	7.67022954574678	7.29303048331865	7.90238588427877	8.45811587828329	8.13115665543794	7.84756242172249	7.5347158808446	7.76080125108564	8.08625455436687	7.81975547177202
MARK4	7.92119152283351	8.73961925349862	7.73164253990593	8.04000902746155	7.91143395292158	7.65046484591865	7.75508942376418	7.69445435650708	7.40175723228316	7.20217582283117	7.97510993046701	7.48392862068959	7.48630190983921	7.64810205741335	7.69926630886045	8.03893587541334	7.59599121170259	7.87635829067261	7.57304646522086	7.38878747672188
LY6E	7.52555949005718	7.73906809698385	7.73403367234844	7.76723978707843	7.85403434273172	7.29915927304215	7.97943497114422	7.91599691909195	7.33286970867468	7.96644457752397	7.45854001960824	8.18183973508174	7.78864877057371	7.62537737545218	7.42050869815894	7.82046191726516	8.21004815013972	8.03472132426172	7.8448174048051	7.42143606322759
WDR13	7.64058273381623	8.6312390026675	8.18504815725764	7.40343113066105	7.96709820584521	8.08158953491843	7.93070349815793	7.49303599929217	7.94778351337792	8.06856457468873	8.29623401750933	7.78036266986941	8.01116425682226	8.20591772320508	7.61636809598605	7.77867845975441	8.10417396961405	8.08641209894129	8.09738944975652	8.10236056857525
TULP4	7.56541315256315	8.1287283598759	7.8514702657633	7.60101307700906	7.87649210045172	7.5906647358379	7.66369517516643	7.176795147149	7.47196699189596	7.74657237312447	7.94763750635681	7.57188500873503	7.96092387755794	7.65248835418704	7.39708504016609	7.80146926838903	7.90126358444323	7.99887981838357	7.92941468979363	7.93120896151273
NCAM1	8.24362998142182	7.33243928137335	7.70302682070842	7.55646641300665	7.80602315163153	8.03424010934423	7.77222659218178	7.78991771337172	7.89764633088949	7.60606652835791	7.44058934359752	7.98182685560094	7.66947557527979	7.33229436113081	7.50155089558013	7.80221517109906	7.84740052317755	7.5846056822084	7.53960812191381	7.61403593284372
ARHGEF3	8.0138727883159	8.06997107405488	8.05452768921173	7.77426450552754	8.1197621362608	7.11314424951832	8.62969339972829	8.00075219079243	6.81290475183091	8.24579636693098	8.29290934858471	7.81300093308354	8.44846735573166	8.89562671743755	7.82132290233054	8.38647371008802	8.17095944309357	7.72902463979609	8.09221444912063	7.26201268476341
NPLOC4	7.74124044358848	7.67523902722519	7.91232001645923	8.00386734991265	7.87455729349776	7.57080474607695	8.04116773697546	7.64297382322302	7.81876623413603	7.61101045774007	7.53378362146348	7.86544972677618	7.82628825091881	7.83918924364227	7.77931468163553	7.79967372675213	7.9783871125205	7.75005097138518	7.62635590726908	7.8877439256635
CACNG3	7.63680870501794	8.39787409060169	8.66845283560783	7.58716579392112	7.97636502916996	7.12803115854381	8.28806504736532	8.18743561610746	6.55405358562124	8.52563845774043	8.06519895682554	8.34852961157102	8.45428790429522	7.84028255817862	7.39477378520113	8.17945963575823	9.02419120306975	8.29441880455091	8.28401314743141	7.09403167004572
THOC1	7.58053727874979	7.67840560484829	7.58616661396216	7.48756016334406	7.82191019647524	7.92338139782983	8.37057889752671	7.64930074950283	8.78581826708718	7.62646600125793	7.97196838218102	7.11935771485827	8.06605516428636	8.30596724194743	8.26858256818819	7.71292687613587	7.90234827453022	8.02377116759809	8.1807397697416	8.24054254134962
EPB41L2	8.0182113070734	6.61298471248742	7.10355822299624	7.42996120272948	8.08158632769556	8.51876019103714	7.67834703582083	7.52699779936131	8.24073935236426	7.46434001047708	6.80476506953867	7.61191774785444	7.5693598367366	7.52886881385245	7.09955567856976	7.40337901984634	7.98664290951553	7.57394034560247	7.46535264232587	7.30542933497461
DIP2C	7.56817852797841	8.07000148301099	7.83977436593611	7.69370104321729	7.91033769084945	8.20286818200491	8.05196336066749	7.4906606364918	7.83180537997916	7.58349217062213	7.83043558193038	7.58112221155361	7.77540112760802	7.92571503530172	7.88347052669041	7.60967556941466	7.61458728493695	7.8250214154619	7.98448935187749	7.909903573722
UBE2L3	8.08465960328971	7.42609137781349	7.72265381572516	7.6721083936037	7.85720930911541	7.8706068396794	7.70508589393054	7.68843936635264	7.81430594509011	7.74421508186635	7.14977018769266	8.00802123658525	7.78662401370936	7.52148143431771	7.03134147995337	7.67179044133817	7.95162002377821	7.56381067266097	7.49272167264711	7.43530153923322
FIG4	7.35918144973008	8.97209664762415	8.16585589602819	7.49471683574548	7.46077488210128	6.98318522857077	8.01356176599392	8.16872673318233	7.72653797780099	8.01710264510744	8.11632073986016	7.69583562943416	8.14536468945037	8.09085368890693	8.04904551140723	7.65953165487397	8.25380600390901	7.74239837564621	8.07767910691388	7.85647980634523
EIF4A3	7.79092436390281	7.52721080250111	8.01487841642349	7.30496833505351	7.78550852461799	7.24979385974844	8.91568691915353	7.87076740921045	8.24439826372933	7.81248397318333	7.40481321075611	7.64910250956047	8.23216934971589	8.21289272319943	7.39564027370842	7.51624558980694	7.99237599366168	7.6925653389552	7.77285448733364	8.01060695400544
CHGB	7.78841150965997	9.11506536116168	9.3259454891293	7.89318588774759	7.61099291160187	6.36866001671332	9.81735959165747	8.52461469947291	5.75305302365317	9.28975418049436	9.08413323397577	8.94960059520051	8.67892134209803	8.72485177382175	6.62713002447155	7.91397500939531	9.17817517967691	7.83686403783237	8.75062636076604	6.23081812166823
FBXW4	8.23494438671627	7.61847472692578	7.80095181170892	7.51456314469687	8.42861223880576	7.74283345016816	7.36398281855114	7.60144217221845	8.98282189923541	7.86800462550395	7.48230614071069	7.3792334545683	7.94667230287265	7.95010005729598	8.03304794266059	7.88473567017999	7.82522001336335	8.06168660796399	7.86667396103791	9.0054972186773
HNRNPAB	8.24514800313742	7.72755083086335	7.78091862694413	7.38360229141073	7.48279430504174	7.74220185740931	8.5231698190246	7.80084548792296	7.79206796872503	7.81957204851923	7.82875595731589	7.54000573034899	7.93634998267046	8.00236038006249	7.46217003297929	7.82401513599371	8.11427736906863	7.78963389102686	8.00087138952618	7.41449952836877
TPP1	8.28116866081812	6.92421481601854	7.33600034920576	7.76520046131644	8.13428754117582	7.64033452942486	7.89709928688786	7.64965566019337	8.28944054324299	7.42348844624724	6.96811552731886	7.88355896772679	7.65852785731143	7.45186871095622	7.47906898113887	7.58545975139144	7.88672014551091	7.71914468022863	7.51988959242151	7.45094251391824
ARRB1	8.04199530454125	8.00445719477293	8.02421312489909	7.53870089393411	7.97981643237176	7.86913968472495	8.13504529565162	7.56707710304436	7.55711790130593	7.97116852843013	7.77848158260382	7.71943179060054	7.72825336447748	7.65583998702893	7.50058995478678	7.98434999405304	8.02481361759886	7.85878159777235	7.92991272991686	7.45892545108522
HAX1	7.49631394902362	7.86445189611946	7.96931589804102	7.61640977368129	7.70969460064366	7.31456589258383	7.96239686275249	7.83932840923902	8.01505245601743	7.92109011236908	7.70811492997694	7.85144881898809	7.8719600684398	7.88322242481818	7.52561190937313	7.76878717064214	7.73376764004691	7.65807482186813	7.82993151598664	7.44467928964651
GSTM1	7.66537758343194	7.74773150645818	7.71112610176968	8.4089937361567	7.45622604984151	6.98735423563367	7.3653670891609	7.51867330848005	8.02756486197574	7.11107783906377	7.29344996629755	7.7998239979377	7.91360076467168	8.17849768785175	7.66949771797511	7.68106653235894	7.89679038963627	8.02540647264058	7.67905514285271	7.29375056264873
TAX1BP1	7.74330282038466	8.36849722309306	8.21186270779632	7.51741286482673	7.90350467269448	7.59488683713773	8.29313750951494	7.62196974990603	7.88382238449682	8.00274143256055	7.87889024112996	7.76074468618399	8.08179753317773	8.2664828905792	7.5940037079585	7.72686237853814	8.19385808947148	7.87812270093115	8.15999328623244	7.68198379033563
MAPT	7.87301226642362	7.7133775052362	7.80529354304521	7.74787583120089	7.67869577020112	7.65317826284499	7.87059419601087	7.75564610801382	7.74839251781997	7.87311809862171	7.70755693416375	8.25269952006692	7.84756778265431	7.6495458622979	7.82888927051673	7.764722702482	8.12140912803493	7.77992967108448	7.80495778897592	7.58227576739076
CHMP2A	7.69829742810049	8.16187307799098	8.46219242599477	7.55387382679905	8.12224295235904	7.58079156174347	8.56998223103714	7.80665067688992	8.18087419086642	8.09282235574648	7.9766864167219	7.89717984868395	8.21879654857002	8.33918876079069	7.22624921979634	8.07052438932591	8.27545414365687	8.07584393535489	8.13133237928843	7.79747189808249
GRHPR	7.49688705357271	7.75447508514983	8.08186643723968	7.56410773190389	7.52212048326004	7.8100679885323	8.31271781816334	7.58934491240298	7.94544619051837	7.75495549453818	7.88268367247825	7.93193150555954	8.09981006063073	7.8763692895094	7.42359391409317	7.49345206284545	7.83873643872265	7.92895467375589	7.8556921533659	7.98392252758731
PTPRK	7.62950630453525	8.5650573885496	8.14272940386175	7.84035993791522	8.19067097929395	8.08277037649168	8.51519999030879	7.66666669958399	7.85441428765308	7.91661023773813	8.29953963039198	7.86041387446665	8.3289054571905	8.01455719893823	7.80195114192426	7.67021358673111	8.06951337360699	8.1179912134761	8.21025401032635	8.06310519377717
LHX2	8.31357154748082	8.40984162243479	7.93632245541411	8.17471125317395	8.53033045384557	8.01563480461542	8.49642190085413	7.83269822258245	9.37566415666414	8.2070965456525	7.72312742452928	7.87604769372983	8.05159666314023	8.3528299934021	8.81203603593806	8.19474082196541	8.34365617109177	8.28190790800727	8.48529006839681	8.1893135491759
CYC1	7.97831117470516	7.47917369151435	8.2416243910985	7.47812570367151	7.6625311072176	7.18674211301017	8.30789905361559	7.84826168965013	7.50863582531714	8.29338400681873	7.40321829065982	8.06038673341818	8.36496955754392	7.87269887590158	7.14141841036221	7.68833171120024	8.57821591069756	7.56040537296241	7.91384152109443	7.26395822769932
SCG2	7.64294480146076	8.35321433304998	8.60626960984262	7.59649622209711	7.57391388191913	6.44381156986485	8.10888877579898	8.12359583470821	6.60571148487773	8.80566418868283	7.95827628507862	8.300017669887	8.68465759185498	8.58364426225222	7.24188135433124	8.24712083292896	8.88782290716728	7.58865797111288	8.54812650612443	6.68408071404031
SSR2	7.66035581407112	7.50910774455738	7.94023428565072	7.65426438019779	7.53172239468838	7.54590736636654	8.12830277935791	7.78833927731566	7.89249097310203	7.6979104999802	7.22026341792292	7.55497451386833	7.86329730967854	7.73976848406526	7.6261082234756	7.41724628877669	7.84953336622297	7.63400056017643	7.89465583927239	7.70283908953979
TMEM41B	7.65114287134728	7.82777323606124	7.96842995707366	7.54973901396741	7.74560187942778	7.50844399791058	8.75645024159206	7.03104787744172	7.36076119149196	7.8754083493161	7.73465321891006	7.81233133046167	7.92378605028317	7.79765537572587	7.29014294808513	7.34283177671872	8.16005763147736	7.77649542489305	7.88332161869446	7.67981025676318
MAP1A	7.50862017746679	7.88766010937078	7.89706913642874	7.77486826160879	7.6542960420627	7.21110195858921	6.78256843671206	7.43197369625458	6.99812460746897	7.32272804350965	7.80709906246663	7.42373089998905	7.3799617665658	6.84513778856908	7.62701050995322	7.91304072020541	7.45281230888149	7.81375344388589	7.57272007386098	7.55388977593238
CLCN6	7.78032025816502	8.24382814022749	8.24776855292501	7.69009467828237	8.16770898802489	7.38607887951577	8.20500828329023	7.84954951647878	7.88261560218574	8.15429070333756	7.88936374925945	7.98446921624938	7.90984658946442	7.902326029846	7.69731790970113	8.0294283165249	8.158679468703	7.90116861775795	8.07864295031472	7.67208565954135
SERP1	7.91447966340788	7.41283334182753	7.44372479842633	7.59098211486859	8.29511859582367	7.62059538928539	7.51949808831811	7.49899575359138	8.31791444371719	7.85155036422747	7.19644314203451	7.81626434975355	8.01310629122163	8.7067707073738	7.68453321941928	7.71677014073478	7.9761245846014	7.74692082374526	8.06599941676657	7.76648746053573
CSGALNACT1	8.11783787880206	7.86639106696426	7.64290451731809	7.83393862153909	7.88414432597435	7.41402460595119	8.62802250092255	7.96942080611685	8.36145967787889	7.64393280381069	7.69891351218445	7.62804674827862	8.07501786865179	7.99447950751461	7.64927725042481	8.41383820372707	8.52805222737368	8.36433512717822	8.08530535943191	7.93456268302004
CISD1	7.6171519174951	8.9037650133806	9.06322683528322	7.81634642617391	7.42079107360578	6.86272301271528	8.16722160515911	8.07055318313781	7.47817060769825	8.91577269826945	8.57104178353866	8.38076464346029	8.6252945453202	8.80919453608421	7.78584056845295	7.93513611692553	8.91464559900853	8.21749652288429	8.58775416314116	7.33731304734245
IPO7	7.99656003431742	8.09154653840396	7.72583224932827	7.78133042988103	7.69583631597428	7.78259746738165	7.41567892177265	7.35353453330714	7.61310763842248	7.89586154375602	7.22508658219883	7.63954309493371	8.01016176420131	7.87735901305369	7.6382814434345	7.78577282606191	7.97327897740916	7.72106006559356	7.979675181281	7.6046960411689
SLC41A3	7.58585056905592	7.28619110607222	7.71384300160647	7.58701999778975	7.59061498171213	7.49118866536917	7.66485156518097	7.81682778668467	7.63779160107366	8.00018019237701	7.22902844367238	7.57627593629089	7.75866367254029	7.16878506038084	7.61001674263306	7.93562262895624	7.70162958553615	7.42979410373358	7.06068567992986	7.59010961726935
PRKAR1B	7.84408779295721	7.68970991139492	8.09461328332944	7.63968034956533	7.83465616660107	7.00786575970318	8.0178763143215	8.28636811955415	6.94630121829099	8.10700724511202	7.49898458615764	8.31427195142786	8.02309224391281	7.60213499023147	7.29460391803275	8.15696607618284	8.33433299730482	7.952565336568	7.73264676116391	6.9872489499651
DPP8	7.56973198277585	8.26450343038782	8.31131714856712	7.71763979660457	7.84044856872598	7.42959198642693	8.7191469310937	7.68295609791021	7.91909933453433	8.17758656058011	8.11836599331806	7.86919288204858	8.18737014110976	8.13150801357012	7.49058884296869	8.19869899517934	8.46899930390767	8.12993497600955	8.08615125845534	7.7294928687401
EPN1	7.64282530409873	7.29194221120761	7.40633987317218	7.71590595220613	7.68699324355176	7.57998108422524	7.20145851898548	7.18333731505199	7.50894741426518	6.89656311221446	7.02838256438381	7.82274880079915	7.03478689642238	7.14972736668242	7.39411762415598	7.39050416634201	7.68663414486589	7.61495513980829	7.19354957760838	7.00426185888263
PTPRD	7.9990411857227	7.06863333525828	7.71767543485011	7.54060297591238	7.61009033051643	8.10527601823341	8.03982414015681	7.27027195838204	7.52905994607403	7.50215901297106	7.4652069998034	7.84408830207941	7.8893050783379	7.18623462716834	7.45800302387714	7.49374876680953	7.82520217393256	7.43158813117919	7.46157756953978	7.46085184254766
LAMP2	8.41379317071672	7.50404682896814	7.86248185384296	7.43156706259328	7.87300814203791	8.05285452254781	7.57866251608523	6.87043779243345	8.2640605892377	7.24860409039363	7.84090092006106	7.09785853407497	7.94950292763624	8.22004438794315	8.30816231393591	7.69145451655435	7.27313206765718	8.20446946282495	8.33069978375278	8.51531687582476
MADD	7.60485726994126	8.1875828869417	8.13992783098928	7.49994570530725	7.88601011679288	7.25904648912072	7.76935363406891	7.6706995524884	7.3959914611784	7.91682437396108	7.68219984697814	7.95408908980713	7.91827077658996	7.83550790534984	7.44531133268475	7.61965120976659	7.9256599565608	7.89085501731582	7.86704855295654	7.36392109880535
WDR6	8.06770397870897	7.99692431134557	7.62982996772534	7.69896738045471	8.17489940246559	7.79858828694036	7.77081685916871	7.56064138367772	8.69195485572558	7.5325385875617	7.70127274270027	7.8039432082119	7.65247667316531	7.6835572751678	7.90070003497567	7.6737088842674	7.68564316318941	8.15012375615848	8.07171938339556	7.9597118447933
RAB1B	7.80473673721135	7.52485158973301	7.69348460610839	7.87097882552982	7.7616185595819	7.58063971329506	7.77551083390874	7.61566714815913	7.35220088000202	7.74255617624883	7.57336160242895	8.01480428374683	7.67642787425239	7.28459591191481	7.26149154763913	7.76285069312911	7.63991539654763	7.47248779040508	7.72023408640375	7.7136306223161
RAMP1	7.81528823446567	7.95344410095973	7.55209073282324	7.64881361255188	8.06428199110157	7.87164768809034	7.74316352179678	7.49302380441237	8.52148217723928	7.14038576230982	7.46852024164502	7.66540301430397	7.70330702938644	7.93593328387025	7.57745127074144	7.66321105196534	7.63436902607725	7.9995496009979	7.55944838013927	7.44927295261477
DECR1	7.83691171057159	8.07914739673122	7.61468558537817	8.04476840024679	8.10048733728762	7.4190724324856	7.79613128481355	7.32451306851856	7.97736273647231	7.39706675642696	7.41009995145446	7.17366522497126	7.9180017376636	8.15595634623365	7.27430195025123	8.33761503846969	7.53311349475175	7.97089177154781	7.76743860381923	8.01950445402152
GAK	7.64583686414197	8.22076042727549	7.87341767209797	7.56275852207048	7.8031013776415	7.65307747334815	7.86911263706181	7.44373825171085	7.79410397832176	7.61485444001427	7.89754719476271	7.5683091760844	7.82225124832017	8.08907903514359	7.97635279297107	7.75402601874064	7.65014908923097	8.11659587167089	7.9111846800804	7.88461552614636
USP14	7.71704765063363	7.74091286512231	7.7846065652248	7.90671414661688	7.73228768339237	7.68055047715862	8.01087401810978	7.51706759234983	7.30062959451467	7.85903128768005	7.07467311037284	8.0479577329543	7.78994747136176	7.5789249337242	7.0374566963894	7.36029522816205	7.9660197978206	7.51663495647998	7.72670169856003	7.38024480812771
MYH10	7.79376704913558	8.06611365001211	7.76228664701476	8.03493127594717	7.9248938964559	7.41478743884034	7.66711477441543	7.74769412209007	7.14614920652653	7.73814407387769	7.65979208392279	8.16905703795313	7.8150646259965	7.74948784213089	7.42748638001447	7.75944274342331	8.30859946025033	7.83924597478985	7.8928717008203	7.31417366360235
MKNK2	8.02864577350721	8.40343293765081	7.18976303683621	7.61699066931236	8.05944277666599	8.60649255283731	8.13594063744222	7.43134476391193	9.2980807680899	7.47232375780255	7.57168164442765	6.6869788040695	7.57551567078109	8.46683275750285	9.75808409979527	7.41843150549011	7.21677901577979	8.00409621654481	8.09516956844651	8.18003262504733
SPATA20	7.91720788071881	8.10553468297056	7.68732766157494	8.11725450745326	8.31809510682561	7.44135435633202	7.83266422630503	8.04691337706942	8.18853785299372	7.88650742227082	7.5013149801942	7.82106866021458	8.01949270259495	8.18657090649469	7.49460837759612	7.99108348861113	8.0791238368256	7.49050584367456	7.85558873678296	8.01636174554306
ACTN1	7.97664926253037	7.6731355702888	7.52212094047823	7.57502499670373	7.71231870040839	7.55683609560154	7.91331111563859	7.76313190041939	7.07330880491041	7.79102519009375	7.00060402464951	7.85173817338653	7.79346908215869	7.66938483640761	7.44643173381071	7.95689225788749	8.04298416870957	7.49319595202571	7.4786894921348	6.86164677765711
TMOD1	7.48719600910851	7.69918931926652	7.59971986399505	7.23451305203803	7.367719277396	7.2853696302372	9.16760845514388	7.48402376855841	6.86961431855551	7.95357872827533	8.18165851497243	7.97021317909288	7.99440155775563	7.86371982733687	7.17475956770943	7.79739913859411	8.10420050439071	7.75283927619685	7.76875612976641	7.75076911132538
REEP2	7.73417733159194	7.70805477134801	7.55246257258447	7.49714622586741	7.64529403688158	7.98475775344585	8.08144047688646	7.33843335371924	7.58850064120616	7.85729768395747	7.79628216180878	7.61064907402743	7.66640122264392	7.48790701529842	7.39143843401895	7.82745417855471	7.56939136912557	7.7233577393964	7.73737622623662	7.43342632650698
GAS7	7.96582010189912	7.40514290902397	7.22937550221416	7.73834659547749	7.412340276963	7.61194895025548	7.53731556760839	7.22389512108659	7.01606890607931	7.35524787274262	7.24670121469069	8.26759517885124	7.4131524129614	7.16572560223654	7.15662756548072	7.49315896360186	7.48124822087001	7.26480267132238	7.14503784841271	7.41419777989605
RPS6KA2	7.67818570005122	7.94529817568106	7.7432782586134	8.04431669685471	7.9023776518289	8.12287641832071	7.71653719793469	7.20076251712294	7.93600481154402	7.57184428875298	7.17630003884881	7.73717305578803	7.95978914624993	7.86929656700895	7.40800449255686	7.72808447390588	7.84374883251029	7.69103505821873	7.9525866980181	7.79109230899157
SPSB3	7.38623372935692	8.133146502862	7.68432186540385	7.60875372260731	7.80556453260071	7.68527571818125	7.96217514956286	7.5698118304684	8.02598888971803	7.60749436808241	7.85320580659441	7.69795294172587	7.97368646154811	7.82496311923341	7.95723244746158	7.68758152836772	7.38741303307676	7.71870954901027	7.60297539944911	7.62148241466193
TRAPPC3	8.03534098854439	7.72917047111218	7.53040298472381	7.09944812057426	7.93127079270609	7.57641034309099	8.0013191567911	7.56222842737211	7.58188871661123	7.70075881592859	7.47316254112487	7.35146754234374	7.43093442486401	8.02385997299475	7.41789081776272	7.59164736893936	7.47758399112656	7.70036861427511	8.04609397886497	7.32491391815745
UNC50	7.70042763339653	8.25785467216723	8.24283608323741	7.39220139982936	8.0033473206582	7.62082772633798	7.60167399367732	7.30466366844157	8.18221292060767	8.05972341599171	7.69531698171547	7.73593003378775	8.10115301422998	8.48723512508606	7.25399021111087	7.6603956439115	7.77530070153853	8.07059583512062	8.43703551734547	7.90002686764468
PGK1	7.61187839035767	7.40916927035302	8.24766046707439	7.41816094724907	7.53296118444535	7.24321041659153	7.93900198070254	7.94066776034847	7.31193284431079	8.35572966187215	7.56837895800799	8.24271391887063	8.07953063154266	7.92911332027695	7.16028943884386	7.55968289698114	8.49232804509329	7.34596160671838	7.87356807080212	6.96227917305431
VPS37C	7.78691059579757	8.29555519143089	7.65896865778296	7.47806129138195	7.7498784186688	7.52870470389901	8.12377625351104	7.67155720176781	7.94439527646649	7.56576055435868	7.9503046254871	7.34011476007786	7.68389289113294	8.05107622294772	8.02020760580647	7.71073937151293	7.58323568373322	7.71684519763864	7.91472225999092	7.69581707842772
MPP1	7.79103305283683	7.90060094420468	7.88695648921402	7.59867192834429	7.39308855491113	7.08340823134605	8.66072960384711	7.40258284935812	6.93450328777746	8.01285851578592	8.00518139178334	7.8580467577079	7.73920197396116	7.70985234375778	7.18738184545167	7.22869751244705	7.75288508908741	7.37881309932439	7.61667868699062	6.94817957371849
PDCD10	7.67026467426888	8.45926689049811	8.15213862397062	7.87260188227824	7.48802611758522	7.49041385118967	7.88359983435673	7.71544313360046	8.19336904000366	8.48239492145994	7.82531446629005	7.96052758949739	8.26808927119842	8.41956774371432	7.59960605786918	7.41700935532747	8.04837794167554	7.5096668878518	8.22745532514007	7.58685565504352
SUPT5H	7.61617950798155	7.93373039123894	7.8286909429555	7.73584933890998	7.94129527229646	8.13745289731467	8.04203649715001	7.37824139499238	7.80691128898837	7.54074185506035	7.44270634608108	7.90792891279772	7.43665890309103	7.69472470982506	7.44024690748368	7.64073703192493	7.88146349063746	7.63632893423599	7.73741417579159	7.67229664352528
PARP6	7.61326457271434	8.00645433024085	7.81788396029993	7.74408582067209	7.86081021403579	7.48128446240269	7.87477226447699	7.76802706349561	7.78041371284059	7.81844419393582	7.90030276334511	7.78783087108755	7.77349323637145	7.79513075473315	7.84489860767768	7.73572273920917	7.95320356108387	7.76062361699084	8.04087241907738	8.0243175316779
SLC25A4	7.54413203384467	7.87073655934036	8.25043425697859	7.41363092378889	7.35669669577824	6.7490030605582	8.534520762369	7.69839281493162	7.34247396263451	8.24999409782346	7.68687106328543	8.04520241080022	8.07965151790689	7.80612541290326	6.91363294754195	7.65411429613711	8.71719606621108	7.59812242121291	7.9023580822811	7.04382886377297
LEMD3	7.48415379213809	7.86349909257436	7.76523336944123	7.57645160445403	7.45108171222715	7.31987924644619	7.91268074440569	7.38155540501163	7.42127933537272	7.67316841837675	7.66818940648813	7.78368090021003	8.04759728536499	7.8898198652757	7.59764998407768	7.69814073250796	7.26985476916726	7.89723451583941	8.02449623913905	7.37170835568181
