TF	target	score	module
FOXD2	AP2B1	1	AC-AD-7
FOXD2	CCDC71	1	AC-AD-7
FOXD2	FKBP5	1	AC-AD-7
FOXD2	GNA13	1	AC-AD-7
FOXD2	GNB2	1	AC-AD-7
FOXD2	HMGB1	1	AC-AD-7
FOXD2	KLF6	1	AC-AD-7
FOXD2	NDRG2	1	AC-AD-7
FOXD2	PSAT1	1	AC-AD-7
FOXD2	RANBP3	1	AC-AD-7
FOXD2	SCARB2	1	AC-AD-7
FOXD2	SET	1	AC-AD-7
FOXD2	SLC2A8	1	AC-AD-7
FOXD3	CHKA	1	AC-AD-7
FOXE1	BRD2	1	AC-AD-7
FOXE1	CADM1	1	AC-AD-7
FOXE1	CALM1	1	AC-AD-7
FOXE1	COX7A2	1	AC-AD-7
FOXE1	CRADD	1	AC-AD-7
FOXE1	GLUL	1	AC-AD-7
FOXE1	KDELR1	1	AC-AD-7
FOXE1	MAT2A	1	AC-AD-7
FOXE1	MTUS1	1	AC-AD-7
FOXE1	NR1D2	1	AC-AD-7
FOXE1	PCBP2	1	AC-AD-7
FOXE1	RANBP3	1	AC-AD-7
FOXE1	SLC9A1	1	AC-AD-7
FOXE1	SRRM1	1	AC-AD-7
FOXE1	TXNIP	1	AC-AD-7
FOXE1	ZNF24	1	AC-AD-7
FOXG1	BICD1	1	AC-AD-7
FOXG1	CCT8	1	AC-AD-7
FOXG1	CEP350	1	AC-AD-7
FOXG1	HYAL2	1	AC-AD-7
FOXG1	IL6ST	1	AC-AD-7
FOXG1	KPNB1	1	AC-AD-7
FOXG1	LRRC41	1	AC-AD-7
FOXG1	MBP	1	AC-AD-7
FOXG1	NUDT3	1	AC-AD-7
FOXG1	PARP6	1	AC-AD-7
FOXG1	PCBP2	1	AC-AD-7
FOXG1	PRKCI	1	AC-AD-7
FOXG1	SEC14L1	1	AC-AD-7
FOXG1	SLC9A1	1	AC-AD-7
FOXG1	TMEM106B	1	AC-AD-7
FOXG1	TPR	1	AC-AD-7
FOXH1	CHKA	1	AC-AD-7
FOXH1	EIF4G1	1	AC-AD-7
FOXH1	MAPRE1	1	AC-AD-7
FOXH1	PICALM	1	AC-AD-7
FOXH1	RNF19A	1	AC-AD-7
FOXH1	SLC46A3	1	AC-AD-7
FOXH1	SRRM1	1	AC-AD-7
FOXH1	TCF4	1	AC-AD-7
FOXH1	TMEM106B	1	AC-AD-7
FOXH1	ZBTB38	1	AC-AD-7
FOXJ2	BSG	1	AC-AD-7
FOXJ2	HIPK1	1	AC-AD-7
FOXJ2	HSP90B1	1	AC-AD-7
FOXJ2	RASSF4	1	AC-AD-7
FOXJ2	TRAM1	1	AC-AD-7
FOXJ2	TXNIP	1	AC-AD-7
FOXJ2	ZFR	1	AC-AD-7
FOXN3	AAAS	1	AC-AD-7
FOXN3	ACD	1	AC-AD-7
FOXN3	AKAP1	1	AC-AD-7
FOXN3	ANP32A	1	AC-AD-7
FOXN3	ARIH2	1	AC-AD-7
FOXN3	ASXL1	1	AC-AD-7
FOXN3	BRD2	1	AC-AD-7
FOXN3	CBFA2T2	1	AC-AD-7
FOXN3	CREB1	1	AC-AD-7
FOXN3	DLGAP4	1	AC-AD-7
FOXN3	FOXN3	1	AC-AD-7
FOXN3	KCNB1	1	AC-AD-7
FOXN3	MAT2A	1	AC-AD-7
FOXN3	MRPL33	1	AC-AD-7
FOXN3	NDRG2	1	AC-AD-7
FOXN3	OGFR	1	AC-AD-7
FOXN3	PARD6A	1	AC-AD-7
FOXN3	PIK3R1	1	AC-AD-7
FOXN3	RC3H2	1	AC-AD-7
FOXN3	SPTBN1	1	AC-AD-7
FOXN3	STAT5B	1	AC-AD-7
FOXO4	BRD4	1	AC-AD-7
FOXO4	EHMT2	1	AC-AD-7
FOXO4	GOLGA3	1	AC-AD-7
FOXO4	IPO8	1	AC-AD-7
FOXO4	MRPL33	1	AC-AD-7
FOXO4	TPR	1	AC-AD-7
FXR1	ARFRP1	1	AC-AD-7
FXR1	BPTF	1	AC-AD-7
FXR1	COX7A2	1	AC-AD-7
FXR1	DNAJB14	1	AC-AD-7
FXR1	EPN1	1	AC-AD-7
FXR1	GNAI2	1	AC-AD-7
FXR1	GPS2	1	AC-AD-7
FXR1	MRPL46	1	AC-AD-7
FXR1	RIN1	1	AC-AD-7
FXR1	SEMA6A	1	AC-AD-7
FXR1	TNPO2	1	AC-AD-7
FXR1	WWP1	1	AC-AD-7
GCM2	AIP	1	AC-AD-7
GCM2	AKAP1	1	AC-AD-7
GCM2	ARIH2	1	AC-AD-7
GCM2	ATF6	1	AC-AD-7
GCM2	BBX	1	AC-AD-7
GCM2	CADM1	1	AC-AD-7
GCM2	CEP350	1	AC-AD-7
GCM2	CHKA	1	AC-AD-7
GCM2	CLIP4	1	AC-AD-7
GCM2	COX7A2	1	AC-AD-7
GCM2	DEDD	1	AC-AD-7
GCM2	FEZ2	1	AC-AD-7
GCM2	FIG4	1	AC-AD-7
GCM2	GNB2	1	AC-AD-7
GCM2	HADHA	1	AC-AD-7
GCM2	HNRNPU	1	AC-AD-7
GCM2	KCNB1	1	AC-AD-7
GCM2	MBP	1	AC-AD-7
GCM2	MRAS	1	AC-AD-7
GCM2	MRPL46	1	AC-AD-7
GCM2	NUDT3	1	AC-AD-7
GCM2	OGDH	1	AC-AD-7
GCM2	PIK3R1	1	AC-AD-7
GCM2	RAD21	1	AC-AD-7
GCM2	RHOBTB3	1	AC-AD-7
GCM2	RNF19A	1	AC-AD-7
GCM2	SCD	1	AC-AD-7
GCM2	SEC14L1	1	AC-AD-7
GCM2	SET	1	AC-AD-7
GCM2	SPTBN1	1	AC-AD-7
GCM2	TBCD	1	AC-AD-7
GCM2	TNRC6B	1	AC-AD-7
GCM2	USP13	1	AC-AD-7
GCM2	ZNF148	1	AC-AD-7
GCM2	ZNF331	1	AC-AD-7
GLI1	BPTF	1	AC-AD-7
GLI1	CPEB1	1	AC-AD-7
GLI1	DYNC1LI2	1	AC-AD-7
GLI1	FEZ2	1	AC-AD-7
GLI1	GMFB	1	AC-AD-7
GLI1	KCNB1	1	AC-AD-7
GLI1	MAP3K12	1	AC-AD-7
GLI1	NCAM1	1	AC-AD-7
GLI1	PIK3R1	1	AC-AD-7
GLI1	TCF4	1	AC-AD-7
GLI1	WDFY3	1	AC-AD-7
GLI3	DLG1	1	AC-AD-7
GLI3	GOLGA3	1	AC-AD-7
GLI3	GSK3B	1	AC-AD-7
GLI3	NKTR	1	AC-AD-7
GLI3	PRKCI	1	AC-AD-7
GLI3	PRPF40A	1	AC-AD-7
GLI3	PSAT1	1	AC-AD-7
GLI3	PTPN11	1	AC-AD-7
GLI3	SET	1	AC-AD-7
GLI3	SH2B1	1	AC-AD-7
GLI3	TNPO2	1	AC-AD-7
GLI3	TRA2A	1	AC-AD-7
GREB1	AKAP1	1	AC-AD-7
GREB1	ANKFY1	1	AC-AD-7
GREB1	CAB39L	1	AC-AD-7
GREB1	FOXN3	1	AC-AD-7
GREB1	KLF6	1	AC-AD-7
GREB1	KPNB1	1	AC-AD-7
GREB1	MTA1	1	AC-AD-7
GREB1	MTUS1	1	AC-AD-7
GREB1	RABL3	1	AC-AD-7
GREB1	RHOBTB3	1	AC-AD-7
GREB1	RNF19A	1	AC-AD-7
GREB1	SLC25A36	1	AC-AD-7
GREB1	SLC2A8	1	AC-AD-7
GREB1	STX16	1	AC-AD-7
GREB1	TBCD	1	AC-AD-7
GREB1	WWP1	1	AC-AD-7
GTF2A2	BRD2	1	AC-AD-7
GTF2A2	CALM1	1	AC-AD-7
GTF2A2	GLUL	1	AC-AD-7
GTF2A2	GOLGA3	1	AC-AD-7
GTF2A2	JUNB	1	AC-AD-7
GTF2A2	KLF6	1	AC-AD-7
GTF2A2	MAT2A	1	AC-AD-7
GTF2A2	SH2B1	1	AC-AD-7
GTF2A2	SLC9A1	1	AC-AD-7
GTF2A2	WSB1	1	AC-AD-7
GTF2E2	ATF6	1	AC-AD-7
GTF2E2	BRD2	1	AC-AD-7
GTF2E2	CALM1	1	AC-AD-7
GTF2E2	GLUL	1	AC-AD-7
GTF2E2	JUNB	1	AC-AD-7
GTF2E2	KLF6	1	AC-AD-7
GTF2E2	MAT2A	1	AC-AD-7
GTF2E2	MPDU1	1	AC-AD-7
GTF2E2	RHOBTB3	1	AC-AD-7
GTF2E2	SLC9A1	1	AC-AD-7
GTF2E2	TXNIP	1	AC-AD-7
HAND1	BICD1	1	AC-AD-7
HAND1	CBFA2T2	1	AC-AD-7
HAND1	CHKA	1	AC-AD-7
HAND1	DYNC1LI2	1	AC-AD-7
HAND1	EIF4G1	1	AC-AD-7
HAND1	FOXN3	1	AC-AD-7
HAND1	GLUL	1	AC-AD-7
HAND1	HIPK1	1	AC-AD-7
HAND1	KCNB1	1	AC-AD-7
HAND1	RANBP3	1	AC-AD-7
HAND1	RNF141	1	AC-AD-7
HBZ	AP2B1	1	AC-AD-7
HBZ	CRADD	1	AC-AD-7
HBZ	CREB1	1	AC-AD-7
HBZ	HMGB1	1	AC-AD-7
HBZ	IL6ST	1	AC-AD-7
HBZ	MRPL46	1	AC-AD-7
HBZ	PRPF40A	1	AC-AD-7
HBZ	RIN1	1	AC-AD-7
HBZ	SLCO2B1	1	AC-AD-7
HBZ	SOX2	1	AC-AD-7
HBZ	WAC	1	AC-AD-7
HDAC4	BBX	1	AC-AD-7
HDAC4	CALM1	1	AC-AD-7
HDAC4	EDIL3	1	AC-AD-7
HDAC4	HMGB1	1	AC-AD-7
HDAC4	KLF6	1	AC-AD-7
HDAC4	KPNB1	1	AC-AD-7
HDAC4	RAP2A	1	AC-AD-7
HDAC4	SEC14L1	1	AC-AD-7
HDAC4	SLC9A1	1	AC-AD-7
HDAC4	STX16	1	AC-AD-7
HDGF	BRD2	1	AC-AD-7
HDGF	DPF1	1	AC-AD-7
HDGF	DUSP22	1	AC-AD-7
HDGF	EIF4B	1	AC-AD-7
HDGF	GNB2	1	AC-AD-7
HDGF	IPO8	1	AC-AD-7
HDGF	SEC14L1	1	AC-AD-7
HDGF	TCF4	1	AC-AD-7
HES2	ABT1	1	AC-AD-7
HES2	ATF6	1	AC-AD-7
HES2	BRD4	1	AC-AD-7
HES2	CHN2	1	AC-AD-7
HES2	CLDN6	1	AC-AD-7
HES2	HNRNPU	1	AC-AD-7
HES2	MBP	1	AC-AD-7
HES2	MRPL46	1	AC-AD-7
HES2	PCBP2	1	AC-AD-7
HES2	PDK4	1	AC-AD-7
HES2	PSAT1	1	AC-AD-7
HES2	RHOBTB3	1	AC-AD-7
HES2	SET	1	AC-AD-7
HES2	SLC9A1	1	AC-AD-7
HES2	TCF4	1	AC-AD-7
HES2	ZBTB38	1	AC-AD-7
HES2	ZFR	1	AC-AD-7
HEY2	PTP4A3	1	AC-AD-7
HHEX	ANKFY1	1	AC-AD-7
HHEX	BRD2	1	AC-AD-7
HHEX	CALU	1	AC-AD-7
HHEX	FOXN3	1	AC-AD-7
HHEX	HMGB1	1	AC-AD-7
HHEX	PCBP2	1	AC-AD-7
HHEX	PDK4	1	AC-AD-7
HHEX	PIK3R1	1	AC-AD-7
HHEX	PRKCI	1	AC-AD-7
HHEX	RASSF4	1	AC-AD-7
HHEX	SH2B1	1	AC-AD-7
HHEX	SORT1	1	AC-AD-7
HHEX	SPAG9	1	AC-AD-7
HHEX	STX16	1	AC-AD-7
HHEX	WNK1	1	AC-AD-7
HHEX	ZBTB38	1	AC-AD-7
HMBOX1	ABT1	1	AC-AD-7
HMBOX1	AKAP1	1	AC-AD-7
HMBOX1	ANKFY1	1	AC-AD-7
HMBOX1	ANP32A	1	AC-AD-7
HMBOX1	BRD2	1	AC-AD-7
HMBOX1	CAB39L	1	AC-AD-7
HMBOX1	CCT8	1	AC-AD-7
HMBOX1	CEP350	1	AC-AD-7
HMBOX1	IL17RA	1	AC-AD-7
HMBOX1	KPNB1	1	AC-AD-7
HMBOX1	MAP7	1	AC-AD-7
HMBOX1	NKTR	1	AC-AD-7
HMBOX1	NOL9	1	AC-AD-7
HMBOX1	PICALM	1	AC-AD-7
HMBOX1	PIK3R1	1	AC-AD-7
HMBOX1	PURA	1	AC-AD-7
HMBOX1	RAB3GAP1	1	AC-AD-7
HMBOX1	RC3H2	1	AC-AD-7
HMBOX1	RHOBTB3	1	AC-AD-7
HMBOX1	RNF167	1	AC-AD-7
HMBOX1	SORT1	1	AC-AD-7
HMBOX1	TXNL1	1	AC-AD-7
HMBOX1	XPO7	1	AC-AD-7
HMBOX1	YY1	1	AC-AD-7
HMG20B	ABT1	1	AC-AD-7
HMG20B	ASXL1	1	AC-AD-7
HMG20B	ATF6	1	AC-AD-7
HMG20B	CALM1	1	AC-AD-7
HMG20B	CHKA	1	AC-AD-7
HMG20B	CHN2	1	AC-AD-7
HMG20B	CLDN6	1	AC-AD-7
HMG20B	CLIC4	1	AC-AD-7
HMG20B	CRADD	1	AC-AD-7
HMG20B	CRBN	1	AC-AD-7
HMG20B	FBXO21	1	AC-AD-7
HMG20B	FOXN3	1	AC-AD-7
HMG20B	HADHA	1	AC-AD-7
HMG20B	KPNB1	1	AC-AD-7
HMG20B	MRAS	1	AC-AD-7
HMG20B	MRPL46	1	AC-AD-7
HMG20B	MTUS1	1	AC-AD-7
HMG20B	NDRG2	1	AC-AD-7
HMG20B	NOL9	1	AC-AD-7
HMG20B	NUDT3	1	AC-AD-7
HMG20B	PCBP2	1	AC-AD-7
HMG20B	PDK4	1	AC-AD-7
HMG20B	PIK3R1	1	AC-AD-7
HMG20B	RANBP3	1	AC-AD-7
HMG20B	RAP2A	1	AC-AD-7
HMG20B	RNF167	1	AC-AD-7
HMG20B	SLC25A36	1	AC-AD-7
HMG20B	SLC9A1	1	AC-AD-7
HMG20B	STX16	1	AC-AD-7
HMG20B	TEX10	1	AC-AD-7
HMG20B	TFDP1	1	AC-AD-7
HMG20B	TNRC6B	1	AC-AD-7
HMG20B	USP13	1	AC-AD-7
HMG20B	WAC	1	AC-AD-7
HMG20B	ZBTB38	1	AC-AD-7
HMG20B	ZMYND11	1	AC-AD-7
HMGA1	ABT1	1	AC-AD-7
HMGA1	AP2B1	1	AC-AD-7
HMGA1	APC	1	AC-AD-7
HMGA1	BBX	1	AC-AD-7
HMGA1	BPTF	1	AC-AD-7
HMGA1	CBFA2T2	1	AC-AD-7
HMGA1	DICER1	1	AC-AD-7
HMGA1	DNAJB14	1	AC-AD-7
HMGA1	FEZ2	1	AC-AD-7
HMGA1	IL6ST	1	AC-AD-7
HMGA1	NKTR	1	AC-AD-7
HMGA1	PDK4	1	AC-AD-7
HMGA1	RHOBTB3	1	AC-AD-7
HMGA1	RNF19A	1	AC-AD-7
HMGA1	SLC25A36	1	AC-AD-7
HMGA1	SORT1	1	AC-AD-7
HMGA1	SPAG9	1	AC-AD-7
HMGA1	TPR	1	AC-AD-7
HMGA1	UBE2G2	1	AC-AD-7
HMGA1	WAC	1	AC-AD-7
HMGA1	ZMYND11	1	AC-AD-7
HMGB1	BBX	1	AC-AD-7
HMGB1	BICD1	1	AC-AD-7
HMGB1	BPTF	1	AC-AD-7
HMGB1	BRD4	1	AC-AD-7
HMGB1	CHN2	1	AC-AD-7
HMGB1	DEDD	1	AC-AD-7
HMGB1	DUSP22	1	AC-AD-7
HMGB1	DYNC1LI2	1	AC-AD-7
HMGB1	EHMT2	1	AC-AD-7
HMGB1	FBXO21	1	AC-AD-7
HMGB1	FOXN3	1	AC-AD-7
HMGB1	GNB2	1	AC-AD-7
HMGB1	GOLGA3	1	AC-AD-7
HMGB1	HYAL2	1	AC-AD-7
HMGB1	KIF3B	1	AC-AD-7
HMGB1	MAPK12	1	AC-AD-7
HMGB1	PARP6	1	AC-AD-7
HMGB1	PTPN11	1	AC-AD-7
HMGB1	RAD21	1	AC-AD-7
HMGB1	RALA	1	AC-AD-7
HMGB1	RHOBTB3	1	AC-AD-7
HMGB1	SET	1	AC-AD-7
HMGB1	SLC9A1	1	AC-AD-7
HMGB1	SPAG9	1	AC-AD-7
HMGB1	TCF4	1	AC-AD-7
HMGB1	TEX10	1	AC-AD-7
HMGB1	TNPO2	1	AC-AD-7
HMGB1	TRAM1	1	AC-AD-7
HMGB1	WAC	1	AC-AD-7
HMGB1	ZFYVE9	1	AC-AD-7
HMGB2	DYNC1LI2	1	AC-AD-7
HMGB2	FEZ2	1	AC-AD-7
HMGB2	HADHA	1	AC-AD-7
HMGB2	TCF4	1	AC-AD-7
HOXA1	ALAD	1	AC-AD-7
HOXA1	ASXL1	1	AC-AD-7
HOXA1	CALU	1	AC-AD-7
HOXA1	NKTR	1	AC-AD-7
HOXA1	PICK1	1	AC-AD-7
HOXA1	PRKCI	1	AC-AD-7
HOXA1	PRPF40A	1	AC-AD-7
HOXA1	PTPN11	1	AC-AD-7
HOXA1	PURA	1	AC-AD-7
HOXA1	RABL3	1	AC-AD-7
HOXA1	RANBP3	1	AC-AD-7
HOXA1	RNF141	1	AC-AD-7
HOXA1	TMEM106B	1	AC-AD-7
HOXA1	TNPO2	1	AC-AD-7
HOXA1	TRAM1	1	AC-AD-7
HOXA1	XRCC1	1	AC-AD-7
HOXA10	APC	1	AC-AD-7
HOXA10	PURA	1	AC-AD-7
HOXA10	ZNF212	1	AC-AD-7
HOXA2	AP2B1	1	AC-AD-7
HOXA2	APC	1	AC-AD-7
HOXA2	BBX	1	AC-AD-7
HOXA2	CCDC71	1	AC-AD-7
HOXA2	CCT8	1	AC-AD-7
HOXA2	COX7A2	1	AC-AD-7
HOXA2	CRADD	1	AC-AD-7
HOXA2	DLGAP4	1	AC-AD-7
HOXA2	DYNC1LI2	1	AC-AD-7
HOXA2	GLG1	1	AC-AD-7
HOXA2	GMFB	1	AC-AD-7
HOXA2	HIPK1	1	AC-AD-7
HOXA2	IPO8	1	AC-AD-7
HOXA2	MAP3K12	1	AC-AD-7
HOXA2	MRPL33	1	AC-AD-7
HOXA2	MTUS1	1	AC-AD-7
HOXA2	PARP6	1	AC-AD-7
HOXA2	PCBP2	1	AC-AD-7
HOXA2	PICALM	1	AC-AD-7
HOXA2	PLEKHA1	1	AC-AD-7
HOXA2	RAD21	1	AC-AD-7
HOXA2	RC3H2	1	AC-AD-7
HOXA2	RNF141	1	AC-AD-7
HOXA2	SEC14L1	1	AC-AD-7
HOXA2	SLC25A36	1	AC-AD-7
HOXA2	SORT1	1	AC-AD-7
HOXA2	TXNIP	1	AC-AD-7
HOXA2	ZNF212	1	AC-AD-7
HOXA2	ZNF24	1	AC-AD-7
HOXA7	MTUS1	1	AC-AD-7
HOXA7	TPR	1	AC-AD-7
HOXB6	ABT1	1	AC-AD-7
HOXB6	CHD4	1	AC-AD-7
HOXB6	CRBN	1	AC-AD-7
HOXB6	RNF141	1	AC-AD-7
HOXB6	SF3B1	1	AC-AD-7
HOXC11	MRPL33	1	AC-AD-7
HOXC11	TPR	1	AC-AD-7
HOXC13	CCDC71	1	AC-AD-7
HOXC13	HSP90B1	1	AC-AD-7
HOXC6	ANP32A	1	AC-AD-7
HOXC6	CLIC4	1	AC-AD-7
HOXC6	GLUL	1	AC-AD-7
HOXC6	HSP90B1	1	AC-AD-7
HOXC6	HYAL2	1	AC-AD-7
HOXC6	MRPL33	1	AC-AD-7
HOXC6	NOL9	1	AC-AD-7
HOXC6	PCBP2	1	AC-AD-7
HOXC6	PDK4	1	AC-AD-7
HOXC6	RANBP3	1	AC-AD-7
HOXC6	SCARB2	1	AC-AD-7
HOXC6	SF3B1	1	AC-AD-7
HOXC6	TMEM106B	1	AC-AD-7
HOXC6	TNPO2	1	AC-AD-7
HOXC6	TRA2A	1	AC-AD-7
HOXC6	ZNF212	1	AC-AD-7
HOXD1	TBCD	1	AC-AD-7
HOXD11	GLUL	1	AC-AD-7
HSD17B8	FKBP5	1	AC-AD-7
HSD17B8	HMGB1	1	AC-AD-7
HSD17B8	HYAL2	1	AC-AD-7
HSD17B8	MAP3K7	1	AC-AD-7
HSD17B8	WNK1	1	AC-AD-7
HSD17B8	ZNF331	1	AC-AD-7
HSF2	CCT8	1	AC-AD-7
HSF2	HMGB1	1	AC-AD-7
HSF2	PCBP2	1	AC-AD-7
HSF2	PLEKHA1	1	AC-AD-7
HSF2	TPR	1	AC-AD-7
ID1	ALAD	1	AC-AD-7
ID1	CALU	1	AC-AD-7
ID1	CCT8	1	AC-AD-7
ID1	CLIC4	1	AC-AD-7
ID1	DLG1	1	AC-AD-7
ID1	GANAB	1	AC-AD-7
ID1	HNRNPU	1	AC-AD-7
ID1	KIF5B	1	AC-AD-7
ID1	PCBP2	1	AC-AD-7
ID1	PIK3R1	1	AC-AD-7
ID1	RANBP3	1	AC-AD-7
ID1	RNF141	1	AC-AD-7
ID1	SPTB	1	AC-AD-7
ID1	TPR	1	AC-AD-7
ID1	TXNL1	1	AC-AD-7
ID2	BRD2	1	AC-AD-7
ID2	CLDN6	1	AC-AD-7
ID2	CLIC4	1	AC-AD-7
ID2	EPN1	1	AC-AD-7
ID2	FEZ2	1	AC-AD-7
ID2	GNAI2	1	AC-AD-7
ID2	HMGB1	1	AC-AD-7
ID2	MRPL33	1	AC-AD-7
ID2	PRPF40A	1	AC-AD-7
ID2	RANBP3	1	AC-AD-7
ID2	RNF19A	1	AC-AD-7
ID2	SEMA6A	1	AC-AD-7
ID2	SH2B1	1	AC-AD-7
ID2	SLC25A36	1	AC-AD-7
ID2	ZNF292	1	AC-AD-7
ILK	SEC14L1	1	AC-AD-7
IRF5	AKAP1	1	AC-AD-7
IRF5	ANKFY1	1	AC-AD-7
IRF5	AP2B1	1	AC-AD-7
IRF5	ASXL1	1	AC-AD-7
IRF5	DPF1	1	AC-AD-7
IRF5	GSK3B	1	AC-AD-7
IRF5	HADHA	1	AC-AD-7
IRF5	LRRC41	1	AC-AD-7
IRF5	MAP3K7	1	AC-AD-7
IRF5	NOL9	1	AC-AD-7
IRF5	PURA	1	AC-AD-7
IRF5	RC3H2	1	AC-AD-7
IRF5	RNF167	1	AC-AD-7
IRF5	SEC14L1	1	AC-AD-7
IRF5	SPAG9	1	AC-AD-7
IRF5	YY1	1	AC-AD-7
IRF9	ABT1	1	AC-AD-7
IRF9	APC	1	AC-AD-7
IRF9	BRD2	1	AC-AD-7
IRF9	CLIP4	1	AC-AD-7
IRF9	CYP11B2	1	AC-AD-7
IRF9	DYNC1LI2	1	AC-AD-7
IRF9	EPN1	1	AC-AD-7
IRF9	FEZ2	1	AC-AD-7
IRF9	FKBP5	1	AC-AD-7
IRF9	FOXN3	1	AC-AD-7
IRF9	HR	1	AC-AD-7
IRF9	KPNB1	1	AC-AD-7
IRF9	LRRC41	1	AC-AD-7
IRF9	MOBP	1	AC-AD-7
IRF9	MRPL33	1	AC-AD-7
IRF9	MRPL46	1	AC-AD-7
IRF9	MTUS1	1	AC-AD-7
IRF9	NDRG2	1	AC-AD-7
IRF9	PRKCI	1	AC-AD-7
IRF9	RNF19A	1	AC-AD-7
IRF9	SEC14L1	1	AC-AD-7
IRF9	SLCO2B1	1	AC-AD-7
IRF9	TXNL1	1	AC-AD-7
IRF9	XRCC1	1	AC-AD-7
IRF9	ZFYVE9	1	AC-AD-7
ISL1	AAAS	1	AC-AD-7
ISL1	AIP	1	AC-AD-7
ISL1	FLOT2	1	AC-AD-7
ISL1	IL6ST	1	AC-AD-7
ISL1	MAP3K7	1	AC-AD-7
ISL1	MTUS1	1	AC-AD-7
ISL1	PLEKHA5	1	AC-AD-7
ISL1	SGCB	1	AC-AD-7
ISL1	TCF4	1	AC-AD-7
ISL1	ZNF148	1	AC-AD-7
KLF7	AAAS	1	AC-AD-7
KLF7	ASXL1	1	AC-AD-7
KLF7	BBX	1	AC-AD-7
KLF7	BPTF	1	AC-AD-7
KLF7	BRD2	1	AC-AD-7
KLF7	CCT8	1	AC-AD-7
KLF7	CLIC4	1	AC-AD-7
KLF7	CRBN	1	AC-AD-7
KLF7	GNB2	1	AC-AD-7
KLF7	GOLGA3	1	AC-AD-7
KLF7	HMGB1	1	AC-AD-7
KLF7	KPNB1	1	AC-AD-7
KLF7	NCAM1	1	AC-AD-7
KLF7	NOL9	1	AC-AD-7
KLF7	PICALM	1	AC-AD-7
KLF7	PIK3R1	1	AC-AD-7
KLF7	SEMA6A	1	AC-AD-7
KLF7	STX16	1	AC-AD-7
LHX2	ABT1	1	AC-AD-7
LHX2	BBX	1	AC-AD-7
LHX2	CADM1	1	AC-AD-7
LHX2	COX7A2	1	AC-AD-7
LHX2	DEDD	1	AC-AD-7
LHX2	FEZ2	1	AC-AD-7
LHX2	KIF3B	1	AC-AD-7
LHX2	MBP	1	AC-AD-7
LHX2	MRPL46	1	AC-AD-7
LHX2	NUDT3	1	AC-AD-7
LHX2	PCBP2	1	AC-AD-7
LHX2	PICK1	1	AC-AD-7
LHX2	PRKCI	1	AC-AD-7
LHX2	TPR	1	AC-AD-7
LHX2	TRA2A	1	AC-AD-7
LHX2	VASP	1	AC-AD-7
MAFG	ARIH2	1	AC-AD-7
MAFG	BICD1	1	AC-AD-7
MAFG	BPTF	1	AC-AD-7
MAFG	BRD2	1	AC-AD-7
MAFG	CALU	1	AC-AD-7
MAFG	CEP350	1	AC-AD-7
MAFG	CHD4	1	AC-AD-7
MAFG	CLIP4	1	AC-AD-7
MAFG	CPEB1	1	AC-AD-7
MAFG	DGKG	1	AC-AD-7
MAFG	DLGAP4	1	AC-AD-7
MAFG	GLG1	1	AC-AD-7
MAFG	GMFB	1	AC-AD-7
MAFG	HNRNPU	1	AC-AD-7
MAFG	KPNB1	1	AC-AD-7
MAFG	LRRC41	1	AC-AD-7
MAFG	MBP	1	AC-AD-7
MAFG	MRPL46	1	AC-AD-7
MAFG	NCAM1	1	AC-AD-7
MAFG	PIK3R1	1	AC-AD-7
MAFG	RHOBTB3	1	AC-AD-7
MAFG	SEC14L1	1	AC-AD-7
MAFG	SLC2A8	1	AC-AD-7
MAFG	SLCO2B1	1	AC-AD-7
MAFG	SORT1	1	AC-AD-7
MAFG	SRRM1	1	AC-AD-7
MAFG	TBCD	1	AC-AD-7
MAFG	TCF4	1	AC-AD-7
MAFG	TNRC6B	1	AC-AD-7
MAFG	TXNIP	1	AC-AD-7
MAFG	UGT8	1	AC-AD-7
MAFG	ZBTB38	1	AC-AD-7
MAFG	ZNF24	1	AC-AD-7
MAML1	SEC14L1	1	AC-AD-7
MAML1	TXNIP	1	AC-AD-7
MAP2K1	MAT2A	1	AC-AD-7
MAPK3	EPN1	1	AC-AD-7
MAPK3	MAT2A	1	AC-AD-7
MCM3	CRADD	1	AC-AD-7
MCM3	DEDD	1	AC-AD-7
MCM3	IPO8	1	AC-AD-7
MCM3	LRRC41	1	AC-AD-7
MCRS1	HMGB1	1	AC-AD-7
MDM2	BRD2	1	AC-AD-7
MED16	RHOBTB3	1	AC-AD-7
MED25	FEZ2	1	AC-AD-7
MED25	STX16	1	AC-AD-7
MEF2C	AP2B1	1	AC-AD-7
MEF2C	ARFRP1	1	AC-AD-7
MEF2C	CALM1	1	AC-AD-7
MEF2C	DUSP22	1	AC-AD-7
MEF2C	HMGB1	1	AC-AD-7
MEF2C	KPNB1	1	AC-AD-7
MEF2C	MAP3K12	1	AC-AD-7
MEF2C	NKTR	1	AC-AD-7
MEF2C	NOL9	1	AC-AD-7
MEF2C	PICALM	1	AC-AD-7
MEF2C	SEC14L1	1	AC-AD-7
MEF2C	STX16	1	AC-AD-7
MEF2C	TNRC6B	1	AC-AD-7
MEF2C	TRA2A	1	AC-AD-7
MEF2C	TRAM1	1	AC-AD-7
MEF2C	ZNF148	1	AC-AD-7
MEF2D	BPTF	1	AC-AD-7
MEF2D	CHD4	1	AC-AD-7
MEF2D	CREB1	1	AC-AD-7
MEF2D	DDN	1	AC-AD-7
MEF2D	DUSP22	1	AC-AD-7
