TF	target	score	module
MEF2D	GNA13	1	AC-AD-7
MEF2D	GOLGA3	1	AC-AD-7
MEF2D	KLF6	1	AC-AD-7
MEF2D	MAP3K7	1	AC-AD-7
MEF2D	NKTR	1	AC-AD-7
MEF2D	PICALM	1	AC-AD-7
MEF2D	SEC14L1	1	AC-AD-7
MEF2D	SLC9A1	1	AC-AD-7
MEF2D	TBCD	1	AC-AD-7
MEF2D	TTLL12	1	AC-AD-7
MEF2D	WNK1	1	AC-AD-7
MEF2D	ZNF24	1	AC-AD-7
MORC2	ABT1	1	AC-AD-7
MORC2	ASXL1	1	AC-AD-7
MORC2	BPTF	1	AC-AD-7
MORC2	BRD2	1	AC-AD-7
MORC2	CALM1	1	AC-AD-7
MORC2	CHKA	1	AC-AD-7
MORC2	COX7A2	1	AC-AD-7
MORC2	CRBN	1	AC-AD-7
MORC2	DAP	1	AC-AD-7
MORC2	DYNC1LI2	1	AC-AD-7
MORC2	EIF4B	1	AC-AD-7
MORC2	GNB2	1	AC-AD-7
MORC2	GOLGA3	1	AC-AD-7
MORC2	GPS2	1	AC-AD-7
MORC2	HMGB1	1	AC-AD-7
MORC2	HNRNPU	1	AC-AD-7
MORC2	IPO8	1	AC-AD-7
MORC2	JUNB	1	AC-AD-7
MORC2	MAT2A	1	AC-AD-7
MORC2	PCBP2	1	AC-AD-7
MORC2	PTPN11	1	AC-AD-7
MORC2	SH2B1	1	AC-AD-7
MORC2	STX16	1	AC-AD-7
MORC2	TFDP1	1	AC-AD-7
MORC2	TRAM1	1	AC-AD-7
MORC2	TXNL1	1	AC-AD-7
MORC2	WNK1	1	AC-AD-7
MORC2	ZFR	1	AC-AD-7
MORC2	ZNF24	1	AC-AD-7
MSX1	ANKFY1	1	AC-AD-7
MSX1	CEP350	1	AC-AD-7
MSX1	MAP3K7	1	AC-AD-7
MSX1	MBP	1	AC-AD-7
MSX1	OGDH	1	AC-AD-7
MSX1	RC3H2	1	AC-AD-7
MSX1	TPR	1	AC-AD-7
MXD1	LRRC41	1	AC-AD-7
MZF1	ABT1	1	AC-AD-7
MZF1	BBX	1	AC-AD-7
MZF1	BRD2	1	AC-AD-7
MZF1	CBFA2T2	1	AC-AD-7
MZF1	CRADD	1	AC-AD-7
MZF1	CRBN	1	AC-AD-7
MZF1	HMGB1	1	AC-AD-7
MZF1	HSP90B1	1	AC-AD-7
MZF1	KCNB1	1	AC-AD-7
MZF1	KPNB1	1	AC-AD-7
MZF1	NDRG2	1	AC-AD-7
MZF1	NUDT3	1	AC-AD-7
MZF1	PARP6	1	AC-AD-7
MZF1	PCBP2	1	AC-AD-7
MZF1	PRKCI	1	AC-AD-7
MZF1	RANBP3	1	AC-AD-7
MZF1	RHOBTB3	1	AC-AD-7
MZF1	SET	1	AC-AD-7
MZF1	SH2B1	1	AC-AD-7
MZF1	SLC1A2	1	AC-AD-7
MZF1	STX16	1	AC-AD-7
MZF1	TBCD	1	AC-AD-7
MZF1	TCF4	1	AC-AD-7
MZF1	TNRC6B	1	AC-AD-7
MZF1	TPR	1	AC-AD-7
MZF1	VASP	1	AC-AD-7
NAB2	ALAD	1	AC-AD-7
NAB2	ANP32A	1	AC-AD-7
NAB2	AP2B1	1	AC-AD-7
NAB2	BRD2	1	AC-AD-7
NAB2	BRD4	1	AC-AD-7
NAB2	CALM1	1	AC-AD-7
NAB2	CLDN6	1	AC-AD-7
NAB2	DAP	1	AC-AD-7
NAB2	DPF1	1	AC-AD-7
NAB2	DUSP22	1	AC-AD-7
NAB2	GANAB	1	AC-AD-7
NAB2	GOLGA2	1	AC-AD-7
NAB2	GSK3B	1	AC-AD-7
NAB2	HADHA	1	AC-AD-7
NAB2	KLF6	1	AC-AD-7
NAB2	NKTR	1	AC-AD-7
NAB2	NR1D2	1	AC-AD-7
NAB2	NUDT3	1	AC-AD-7
NAB2	PARP6	1	AC-AD-7
NAB2	PICALM	1	AC-AD-7
NAB2	PIK3R1	1	AC-AD-7
NAB2	PTPN11	1	AC-AD-7
NAB2	RALA	1	AC-AD-7
NAB2	RC3H2	1	AC-AD-7
NAB2	RNF19A	1	AC-AD-7
NAB2	SCARB2	1	AC-AD-7
NAB2	SET	1	AC-AD-7
NAB2	TBCD	1	AC-AD-7
NAB2	TCF4	1	AC-AD-7
NAB2	TRAM1	1	AC-AD-7
NAB2	TSPAN5	1	AC-AD-7
NAB2	TTLL12	1	AC-AD-7
NAB2	UGCG	1	AC-AD-7
NAB2	VASP	1	AC-AD-7
NAB2	WNK1	1	AC-AD-7
NAB2	YY1	1	AC-AD-7
NCOA2	ATF6	1	AC-AD-7
NCOA2	DYNC1LI2	1	AC-AD-7
NCOA2	HADHA	1	AC-AD-7
NCOA2	SLCO2B1	1	AC-AD-7
NCOA2	TBCD	1	AC-AD-7
NCOA2	TXNIP	1	AC-AD-7
NCOA4	ARIH2	1	AC-AD-7
NCOA4	BICD1	1	AC-AD-7
NCOA4	BSG	1	AC-AD-7
NCOA4	COX7A2	1	AC-AD-7
NCOA4	DUSP22	1	AC-AD-7
NCOA4	GLUL	1	AC-AD-7
NCOA4	GMFB	1	AC-AD-7
NCOA4	HADHA	1	AC-AD-7
NCOA4	JUNB	1	AC-AD-7
NCOA4	KLF6	1	AC-AD-7
NCOA4	PCBP2	1	AC-AD-7
NCOA4	PTPN11	1	AC-AD-7
NCOA4	SEC14L1	1	AC-AD-7
NCOA4	SH2B1	1	AC-AD-7
NCOA4	SLC9A1	1	AC-AD-7
NCOA4	SRRM1	1	AC-AD-7
NCOA4	TNPO2	1	AC-AD-7
NCOA4	WSB1	1	AC-AD-7
NCOA4	ZNF148	1	AC-AD-7
NCOA6	CPEB1	1	AC-AD-7
NEUROG3	PURA	1	AC-AD-7
NFE2L1	AAAS	1	AC-AD-7
NFE2L1	ABL1	1	AC-AD-7
NFE2L1	ABT1	1	AC-AD-7
NFE2L1	AP2B1	1	AC-AD-7
NFE2L1	ASXL1	1	AC-AD-7
NFE2L1	BRD2	1	AC-AD-7
NFE2L1	CCT8	1	AC-AD-7
NFE2L1	CLIP4	1	AC-AD-7
NFE2L1	GANAB	1	AC-AD-7
NFE2L1	GMFB	1	AC-AD-7
NFE2L1	GNB2	1	AC-AD-7
NFE2L1	GOLGA2	1	AC-AD-7
NFE2L1	HADHA	1	AC-AD-7
NFE2L1	HSP90B1	1	AC-AD-7
NFE2L1	IL6ST	1	AC-AD-7
NFE2L1	MPDU1	1	AC-AD-7
NFE2L1	PRKCI	1	AC-AD-7
NFE2L1	PRPF40A	1	AC-AD-7
NFE2L1	PSAT1	1	AC-AD-7
NFE2L1	RAB3GAP1	1	AC-AD-7
NFE2L1	RIN1	1	AC-AD-7
NFE2L1	RNF167	1	AC-AD-7
NFE2L1	RNF19A	1	AC-AD-7
NFE2L1	SCD	1	AC-AD-7
NFE2L1	SH2B1	1	AC-AD-7
NFE2L1	SLC25A36	1	AC-AD-7
NFE2L1	SLC9A1	1	AC-AD-7
NFE2L1	SLCO2B1	1	AC-AD-7
NFE2L1	TPR	1	AC-AD-7
NFE2L1	TRA2A	1	AC-AD-7
NFE2L1	WAC	1	AC-AD-7
NFE2L1	ZBTB38	1	AC-AD-7
NFE2L1	ZNF148	1	AC-AD-7
NFE2L1	ZNF331	1	AC-AD-7
NFKBIA	CHKA	1	AC-AD-7
NFKBIA	CSDC2	1	AC-AD-7
NFKBIA	DGKG	1	AC-AD-7
NFKBIA	DUSP22	1	AC-AD-7
NFKBIA	FLOT2	1	AC-AD-7
NFKBIA	FOXN3	1	AC-AD-7
NFKBIA	HYAL2	1	AC-AD-7
NFKBIA	MAPK12	1	AC-AD-7
NFKBIA	MBP	1	AC-AD-7
NFKBIA	MTA1	1	AC-AD-7
NFKBIA	PDK4	1	AC-AD-7
NFKBIA	PICK1	1	AC-AD-7
NFKBIA	PIK3R1	1	AC-AD-7
NFKBIA	PTPRD	1	AC-AD-7
NFKBIA	RANBP3	1	AC-AD-7
NFKBIA	SLC2A8	1	AC-AD-7
NFKBIA	SLC9A1	1	AC-AD-7
NFKBIA	STAT5B	1	AC-AD-7
NFKBIA	TBCD	1	AC-AD-7
NFKBIA	TCF4	1	AC-AD-7
NFKBIA	TRA2A	1	AC-AD-7
NFKBIA	UNC13A	1	AC-AD-7
NFKBIA	ZNF331	1	AC-AD-7
NFRKB	ABT1	1	AC-AD-7
NFRKB	ANP32A	1	AC-AD-7
NFRKB	AP2B1	1	AC-AD-7
NFRKB	APC	1	AC-AD-7
NFRKB	ATF6	1	AC-AD-7
NFRKB	BBX	1	AC-AD-7
NFRKB	BPTF	1	AC-AD-7
NFRKB	BRD2	1	AC-AD-7
NFRKB	BSG	1	AC-AD-7
NFRKB	CAB39L	1	AC-AD-7
NFRKB	CEP350	1	AC-AD-7
NFRKB	COX7A2	1	AC-AD-7
NFRKB	CRADD	1	AC-AD-7
NFRKB	CREB1	1	AC-AD-7
NFRKB	DLG1	1	AC-AD-7
NFRKB	EIF4B	1	AC-AD-7
NFRKB	GOLGA3	1	AC-AD-7
NFRKB	GPS2	1	AC-AD-7
NFRKB	HMGB1	1	AC-AD-7
NFRKB	IPO8	1	AC-AD-7
NFRKB	KDELR1	1	AC-AD-7
NFRKB	KPNB1	1	AC-AD-7
NFRKB	LRRC41	1	AC-AD-7
NFRKB	MPDU1	1	AC-AD-7
NFRKB	MRPL46	1	AC-AD-7
NFRKB	NOL9	1	AC-AD-7
NFRKB	PICALM	1	AC-AD-7
NFRKB	PICK1	1	AC-AD-7
NFRKB	PTPN11	1	AC-AD-7
NFRKB	RAD21	1	AC-AD-7
NFRKB	RIN1	1	AC-AD-7
NFRKB	SEC14L1	1	AC-AD-7
NFRKB	SRRM1	1	AC-AD-7
NFRKB	STX16	1	AC-AD-7
NFRKB	TCF4	1	AC-AD-7
NFRKB	TNRC6B	1	AC-AD-7
NFRKB	WAC	1	AC-AD-7
NOTCH3	ASXL1	1	AC-AD-7
NOTCH3	BRD2	1	AC-AD-7
NOTCH3	CAB39L	1	AC-AD-7
NOTCH3	CALM1	1	AC-AD-7
NOTCH3	CCT8	1	AC-AD-7
NOTCH3	CHKA	1	AC-AD-7
NOTCH3	DEDD	1	AC-AD-7
NOTCH3	HMGB1	1	AC-AD-7
NOTCH3	KIF5C	1	AC-AD-7
NOTCH3	MAP3K7	1	AC-AD-7
NOTCH3	MTUS1	1	AC-AD-7
NOTCH3	NKTR	1	AC-AD-7
NOTCH3	RALA	1	AC-AD-7
NOTCH3	SLC46A3	1	AC-AD-7
NOTCH3	SRRM1	1	AC-AD-7
NOTCH3	TBCD	1	AC-AD-7
NOTCH3	TCF4	1	AC-AD-7
NOTCH3	TEX10	1	AC-AD-7
NOTCH3	TPR	1	AC-AD-7
NOTCH3	TRAM1	1	AC-AD-7
NOTCH3	TXNIP	1	AC-AD-7
NOTCH3	WAC	1	AC-AD-7
NPAT	GLG1	1	AC-AD-7
NPAT	KIF3B	1	AC-AD-7
NPAT	RANBP3	1	AC-AD-7
NPAT	TXNL1	1	AC-AD-7
NPAT	WWP1	1	AC-AD-7
NPM1	COX7A2	1	AC-AD-7
NPM1	MAP3K7	1	AC-AD-7
NPM1	NOL9	1	AC-AD-7
NPM1	PCBP2	1	AC-AD-7
NPM1	RNF167	1	AC-AD-7
NPM1	SH2B1	1	AC-AD-7
NPM1	TNPO2	1	AC-AD-7
NR0B1	DEDD	1	AC-AD-7
NR0B1	GMFB	1	AC-AD-7
NR0B1	GNB2	1	AC-AD-7
NR0B1	HR	1	AC-AD-7
NR0B1	IL6ST	1	AC-AD-7
NR0B1	PTPN11	1	AC-AD-7
NR0B1	RHOBTB3	1	AC-AD-7
NR0B1	ZBTB38	1	AC-AD-7
NR1H4	CHKA	1	AC-AD-7
NR1H4	NDRG2	1	AC-AD-7
NR1H4	TRAM1	1	AC-AD-7
NR1I2	AP2B1	1	AC-AD-7
NR1I2	HIPK1	1	AC-AD-7
NR1I2	PARP6	1	AC-AD-7
NUP153	AAAS	1	AC-AD-7
NUP153	ACD	1	AC-AD-7
NUP153	AIP	1	AC-AD-7
NUP153	BPTF	1	AC-AD-7
NUP153	BRD2	1	AC-AD-7
NUP153	CPEB1	1	AC-AD-7
NUP153	CRBN	1	AC-AD-7
NUP153	DGKG	1	AC-AD-7
NUP153	EIF4B	1	AC-AD-7
NUP153	GLUL	1	AC-AD-7
NUP153	GPS2	1	AC-AD-7
NUP153	HADHA	1	AC-AD-7
NUP153	IPO8	1	AC-AD-7
NUP153	IPO9	1	AC-AD-7
NUP153	MAP3K7	1	AC-AD-7
NUP153	NKTR	1	AC-AD-7
NUP153	PICK1	1	AC-AD-7
NUP153	RABL3	1	AC-AD-7
NUP153	RALA	1	AC-AD-7
NUP153	RC3H2	1	AC-AD-7
NUP153	RNF141	1	AC-AD-7
NUP153	SET	1	AC-AD-7
NUP153	SH2B1	1	AC-AD-7
NUP153	SLC25A36	1	AC-AD-7
NUP153	SLC9A1	1	AC-AD-7
NUP153	SORT1	1	AC-AD-7
NUP153	SRRM1	1	AC-AD-7
NUP153	TPR	1	AC-AD-7
NUP153	ZNF148	1	AC-AD-7
NUP153	ZNF331	1	AC-AD-7
PAF1	KLF6	1	AC-AD-7
PAF1	MRPL33	1	AC-AD-7
PAF1	STX16	1	AC-AD-7
PAX3	AAAS	1	AC-AD-7
PAX3	AKAP1	1	AC-AD-7
PAX3	AP2B1	1	AC-AD-7
PAX3	APC	1	AC-AD-7
PAX3	BBX	1	AC-AD-7
PAX3	BRD2	1	AC-AD-7
PAX3	CAB39L	1	AC-AD-7
PAX3	CALM1	1	AC-AD-7
PAX3	CHN2	1	AC-AD-7
PAX3	CRADD	1	AC-AD-7
PAX3	CREB1	1	AC-AD-7
PAX3	DICER1	1	AC-AD-7
PAX3	FEZ2	1	AC-AD-7
PAX3	FOXN3	1	AC-AD-7
PAX3	HMGB1	1	AC-AD-7
PAX3	HNRNPU	1	AC-AD-7
PAX3	HSP90B1	1	AC-AD-7
PAX3	KPNB1	1	AC-AD-7
PAX3	MTUS1	1	AC-AD-7
PAX3	NKTR	1	AC-AD-7
PAX3	SEC14L1	1	AC-AD-7
PAX3	SEMA6A	1	AC-AD-7
PAX3	SORT1	1	AC-AD-7
PAX3	SPAG9	1	AC-AD-7
PAX3	SPTBN1	1	AC-AD-7
PAX3	STX16	1	AC-AD-7
PAX3	TCF4	1	AC-AD-7
PAX3	WNK1	1	AC-AD-7
PAX3	ZBTB38	1	AC-AD-7
PAX3	ZFR	1	AC-AD-7
PAX6	ALAD	1	AC-AD-7
PAX6	CAB39L	1	AC-AD-7
PAX6	GLG1	1	AC-AD-7
PAX6	GSK3B	1	AC-AD-7
PAX6	HIPK1	1	AC-AD-7
PAX6	KIF3B	1	AC-AD-7
PAX6	LRRC41	1	AC-AD-7
PAX6	MAP7	1	AC-AD-7
PAX6	MAT2A	1	AC-AD-7
PAX6	NKTR	1	AC-AD-7
PAX6	NOL9	1	AC-AD-7
PAX6	TCF4	1	AC-AD-7
PAX6	TIMP3	1	AC-AD-7
PAX6	TNRC6B	1	AC-AD-7
PAX6	TPR	1	AC-AD-7
PAX7	AKAP1	1	AC-AD-7
PAX7	AP2B1	1	AC-AD-7
PAX7	BBX	1	AC-AD-7
PAX7	BICD1	1	AC-AD-7
PAX7	CAB39L	1	AC-AD-7
PAX7	CALM1	1	AC-AD-7
PAX7	CHN2	1	AC-AD-7
PAX7	CPEB1	1	AC-AD-7
PAX7	SEMA6A	1	AC-AD-7
PAX7	SORT1	1	AC-AD-7
PAX7	SPTBN1	1	AC-AD-7
PAX7	SRRM1	1	AC-AD-7
PAX7	TBCD	1	AC-AD-7
PAX7	ZNF331	1	AC-AD-7
PAX8	TFDP1	1	AC-AD-7
PBXIP1	AAAS	1	AC-AD-7
PBXIP1	DLGAP4	1	AC-AD-7
PBXIP1	RANBP3	1	AC-AD-7
PBXIP1	XRCC1	1	AC-AD-7
PCGF1	AKAP1	1	AC-AD-7
PCGF1	CALM1	1	AC-AD-7
PCGF1	CALU	1	AC-AD-7
PCGF1	CRBN	1	AC-AD-7
PCGF1	EFNB2	1	AC-AD-7
PCGF1	GNB2	1	AC-AD-7
PCGF1	IL17RA	1	AC-AD-7
PCGF1	IL6ST	1	AC-AD-7
PCGF1	NKTR	1	AC-AD-7
PCGF1	NUDT3	1	AC-AD-7
PCGF1	PARP6	1	AC-AD-7
PCGF1	PIK3R1	1	AC-AD-7
PCGF1	PRPF40A	1	AC-AD-7
PCGF1	PURA	1	AC-AD-7
PCGF1	RNF141	1	AC-AD-7
PCGF1	RNF19A	1	AC-AD-7
PCGF1	SLC2A8	1	AC-AD-7
PCGF1	UGCG	1	AC-AD-7
PCGF1	VASP	1	AC-AD-7
PCGF2	BRD4	1	AC-AD-7
PCGF2	CAB39L	1	AC-AD-7
PCGF2	IPO9	1	AC-AD-7
PCGF2	KPNB1	1	AC-AD-7
PCGF2	MPDU1	1	AC-AD-7
PCGF2	NKTR	1	AC-AD-7
PCGF2	NUDT3	1	AC-AD-7
PCGF2	PMP2	1	AC-AD-7
PCGF2	RABL3	1	AC-AD-7
PCGF2	RNF19A	1	AC-AD-7
PCGF2	TBCD	1	AC-AD-7
PCGF2	TSPAN5	1	AC-AD-7
PCGF2	UGCG	1	AC-AD-7
PCGF2	UNC119	1	AC-AD-7
PGM3	KPNB1	1	AC-AD-7
PGM3	PCBP2	1	AC-AD-7
PHB2	AAAS	1	AC-AD-7
PHB2	BSG	1	AC-AD-7
PHB2	CHD4	1	AC-AD-7
PHB2	GMFB	1	AC-AD-7
PHB2	RHOBTB3	1	AC-AD-7
PHF2	ANKRD36B	1	AC-AD-7
PHF2	CCT8	1	AC-AD-7
PHF2	CHKA	1	AC-AD-7
PHF2	CRADD	1	AC-AD-7
PHF2	DICER1	1	AC-AD-7
PHF2	FBXO21	1	AC-AD-7
PHF2	GMFB	1	AC-AD-7
PHF2	IL6ST	1	AC-AD-7
PHF2	KPNB1	1	AC-AD-7
PHF2	MRPL33	1	AC-AD-7
PHF2	PICALM	1	AC-AD-7
PHF2	PIK3R1	1	AC-AD-7
PHF2	PTPN11	1	AC-AD-7
PHF2	RAD21	1	AC-AD-7
PHF2	RIN1	1	AC-AD-7
PHF2	RNF19A	1	AC-AD-7
PHF2	SEC14L1	1	AC-AD-7
PHF2	SLC2A8	1	AC-AD-7
PHF2	SLC9A1	1	AC-AD-7
PHF2	SPAG9	1	AC-AD-7
PHF2	TRAM1	1	AC-AD-7
PHF2	TXNL1	1	AC-AD-7
PHF2	UBE2G2	1	AC-AD-7
PHF2	WAC	1	AC-AD-7
PHF2	WSB1	1	AC-AD-7
PHF2	YY1	1	AC-AD-7
PHF2	ZFR	1	AC-AD-7
PHF21A	BRD2	1	AC-AD-7
PHF21A	CRBN	1	AC-AD-7
PHF21A	FBXO21	1	AC-AD-7
PHF21A	RASSF4	1	AC-AD-7
PHF21A	SLC25A36	1	AC-AD-7
PHF21A	WWP1	1	AC-AD-7
PIAS4	CREB1	1	AC-AD-7
PITX1	ANKFY1	1	AC-AD-7
PITX1	GNAI2	1	AC-AD-7
PITX1	IL17RA	1	AC-AD-7
PPARA	BICD1	1	AC-AD-7
PPARA	CALU	1	AC-AD-7
PPARGC1A	HMGB1	1	AC-AD-7
PPARGC1A	RAP2A	1	AC-AD-7
PRDM12	GLG1	1	AC-AD-7
PRDM4	AAAS	1	AC-AD-7
PRDM4	BBX	1	AC-AD-7
PRDM4	HNRNPU	1	AC-AD-7
PRDM4	MTUS1	1	AC-AD-7
PRDM4	NCAM1	1	AC-AD-7
PRDM4	PTPRD	1	AC-AD-7
PRDM4	SEMA6A	1	AC-AD-7
PRDM4	SET	1	AC-AD-7
PRDM4	SORT1	1	AC-AD-7
PRDM4	USP13	1	AC-AD-7
PRDM4	ZBTB38	1	AC-AD-7
PRDM5	CEP350	1	AC-AD-7
PRDM5	CREB1	1	AC-AD-7
PRDM5	MAP3K7	1	AC-AD-7
PRKDC	ANP32A	1	AC-AD-7
PRKDC	ASXL1	1	AC-AD-7
PRKDC	BBX	1	AC-AD-7
PRKDC	GNAI2	1	AC-AD-7
PRKDC	PRPF40A	1	AC-AD-7
PRKDC	SLC2A8	1	AC-AD-7
PRKDC	SLC46A3	1	AC-AD-7
PRKDC	SORT1	1	AC-AD-7
PRKDC	TNRC6B	1	AC-AD-7
PRKDC	ZBTB38	1	AC-AD-7
PRMT5	CLDN6	1	AC-AD-7
PRMT5	FEZ2	1	AC-AD-7
PRMT5	KLF6	1	AC-AD-7
PRMT5	RIN1	1	AC-AD-7
PRMT5	ZBTB38	1	AC-AD-7
PSIP1	WAC	1	AC-AD-7
PSMB5	BRD2	1	AC-AD-7
PSMB5	CALM1	1	AC-AD-7
PSMB5	JUNB	1	AC-AD-7
PSMB5	MAT2A	1	AC-AD-7
PSMB5	SLC9A1	1	AC-AD-7
PSMB5	WSB1	1	AC-AD-7
PTTG1	SEC14L1	1	AC-AD-7
RAG1	BBX	1	AC-AD-7
RAG1	BRD2	1	AC-AD-7
RAG1	BRD4	1	AC-AD-7
RAG1	DNAJB14	1	AC-AD-7
RAG1	GLUL	1	AC-AD-7
RAG1	GNB2	1	AC-AD-7
RAG1	GSK3B	1	AC-AD-7
RAG1	HIPK1	1	AC-AD-7
RAG1	HMGB1	1	AC-AD-7
RAG1	IL6ST	1	AC-AD-7
RAG1	LRRC41	1	AC-AD-7
RAG1	PCBP2	1	AC-AD-7
RAG1	PICALM	1	AC-AD-7
RAG1	PIK3R1	1	AC-AD-7
RAG1	PURA	1	AC-AD-7
RAG1	RNF141	1	AC-AD-7
RAG1	RNF19A	1	AC-AD-7
RAG1	SLC46A3	1	AC-AD-7
RAG1	STX16	1	AC-AD-7
RAG1	TRA2A	1	AC-AD-7
RAG1	TSPAN5	1	AC-AD-7
RAG1	TXNL1	1	AC-AD-7
RAG1	VASP	1	AC-AD-7
RBL1	STX16	1	AC-AD-7
RBM15	KLF6	1	AC-AD-7
RBM15	SLC9A1	1	AC-AD-7
RBM34	ALAD	1	AC-AD-7
RBM34	CLIC4	1	AC-AD-7
RBM34	FBXO21	1	AC-AD-7
RBM34	HNRNPU	1	AC-AD-7
RBM34	KPNB1	1	AC-AD-7
RBM34	MAP3K7	1	AC-AD-7
RBM34	PARP6	1	AC-AD-7
RBM34	PCBP2	1	AC-AD-7
RBM34	PURA	1	AC-AD-7
RBM34	SCARB2	1	AC-AD-7
RBM34	SLC2A8	1	AC-AD-7
RBM34	STX16	1	AC-AD-7
RBM34	TBCD	1	AC-AD-7
RBM34	TMEM106B	1	AC-AD-7
RBM34	TTLL12	1	AC-AD-7
RBM34	UBE2G2	1	AC-AD-7
RBM34	ZNF212	1	AC-AD-7
RLF	CHKA	1	AC-AD-7
RLF	GMFB	1	AC-AD-7
RLF	GOLGA3	1	AC-AD-7
RLF	PTP4A3	1	AC-AD-7
RLF	STX16	1	AC-AD-7
RLF	UNC119	1	AC-AD-7
RORA	GOLGA3	1	AC-AD-7
RYBP	ACD	1	AC-AD-7
RYBP	CCT8	1	AC-AD-7
RYBP	CRADD	1	AC-AD-7
RYBP	DAP	1	AC-AD-7
RYBP	DDN	1	AC-AD-7
RYBP	DPF1	1	AC-AD-7
RYBP	EDIL3	1	AC-AD-7
RYBP	GNA13	1	AC-AD-7
RYBP	GNB2	1	AC-AD-7
RYBP	HMGB1	1	AC-AD-7
RYBP	HNRNPU	1	AC-AD-7
RYBP	MAX	1	AC-AD-7
RYBP	MBP	1	AC-AD-7
RYBP	MRPL46	1	AC-AD-7
RYBP	NCAM1	1	AC-AD-7
RYBP	NDRG2	1	AC-AD-7
RYBP	NDUFA4L2	1	AC-AD-7
RYBP	PARD6A	1	AC-AD-7
RYBP	PURA	1	AC-AD-7
RYBP	SCD	1	AC-AD-7
RYBP	STX16	1	AC-AD-7
RYBP	TPR	1	AC-AD-7
RYBP	WAC	1	AC-AD-7
RYBP	ZNF24	1	AC-AD-7
SAFB2	ABL1	1	AC-AD-7
SAFB2	ALAD	1	AC-AD-7
SAFB2	ANKFY1	1	AC-AD-7
SAFB2	CALU	1	AC-AD-7
SAFB2	CBFA2T2	1	AC-AD-7
SAFB2	CEP350	1	AC-AD-7
SAFB2	CREB1	1	AC-AD-7
SAFB2	FBXO21	1	AC-AD-7
SAFB2	GLUL	1	AC-AD-7
SAFB2	HNRNPU	1	AC-AD-7
SAFB2	JUNB	1	AC-AD-7
SAFB2	NOL9	1	AC-AD-7
SAFB2	RASSF4	1	AC-AD-7
SAFB2	SH2B1	1	AC-AD-7
SAFB2	SLC9A1	1	AC-AD-7
SAFB2	SORT1	1	AC-AD-7
SAFB2	ZNF212	1	AC-AD-7
SETBP1	ABT1	1	AC-AD-7
SETBP1	EIF4B	1	AC-AD-7
SETBP1	IPO8	1	AC-AD-7
SETBP1	TXNL1	1	AC-AD-7
SETD1A	ABT1	1	AC-AD-7
SETD1A	ALAD	1	AC-AD-7
SETD1A	ATF6	1	AC-AD-7
SETD1A	CCT8	1	AC-AD-7
SETD1A	CEP350	1	AC-AD-7
SETD1A	COX7A2	1	AC-AD-7
SETD1A	DEDD	1	AC-AD-7
SETD1A	DLGAP4	1	AC-AD-7
SETD1A	GMFB	1	AC-AD-7
SETD1A	GOLGA3	1	AC-AD-7
SETD1A	HADHA	1	AC-AD-7
SETD1A	LRRC41	1	AC-AD-7
SETD1A	MAP3K7	1	AC-AD-7
SETD1A	MPDU1	1	AC-AD-7
SETD1A	PCBP2	1	AC-AD-7
SETD1A	PRPF40A	1	AC-AD-7
SETD1A	RNF141	1	AC-AD-7
SETD1A	RNF167	1	AC-AD-7
SETD1A	SH2B1	1	AC-AD-7
SETD1A	SPAG9	1	AC-AD-7
SETD1A	TNPO2	1	AC-AD-7
SETD1A	TXNL1	1	AC-AD-7
SETD1A	ZNF148	1	AC-AD-7
SETD1A	ZNF331	1	AC-AD-7
SETX	AAAS	1	AC-AD-7
SETX	ACD	1	AC-AD-7
SETX	AIP	1	AC-AD-7
SETX	AP2B1	1	AC-AD-7
SETX	ASXL1	1	AC-AD-7
SETX	BPTF	1	AC-AD-7
SETX	CRBN	1	AC-AD-7
SETX	GNA13	1	AC-AD-7
SETX	HSP90B1	1	AC-AD-7
SETX	KPNB1	1	AC-AD-7
SETX	MPDU1	1	AC-AD-7
SETX	MRPL33	1	AC-AD-7
SETX	MRPL46	1	AC-AD-7
SETX	NOL9	1	AC-AD-7
SETX	RASSF4	1	AC-AD-7
SETX	RNF167	1	AC-AD-7
SETX	RNF19A	1	AC-AD-7
SETX	SEC14L1	1	AC-AD-7
SETX	SEMA6A	1	AC-AD-7
SETX	SH2B1	1	AC-AD-7
SETX	SRRM1	1	AC-AD-7
SETX	TBCD	1	AC-AD-7
SETX	TEX10	1	AC-AD-7
SETX	TMEM106B	1	AC-AD-7
SFMBT1	AAAS	1	AC-AD-7
SFMBT1	ACD	1	AC-AD-7
SFMBT1	ARFRP1	1	AC-AD-7
SFMBT1	ATF6	1	AC-AD-7
SFMBT1	BRD4	1	AC-AD-7
SFMBT1	CALM1	1	AC-AD-7
SFMBT1	CALU	1	AC-AD-7
SFMBT1	CBFA2T2	1	AC-AD-7
SFMBT1	CEP68	1	AC-AD-7
SFMBT1	DNAJB14	1	AC-AD-7
SFMBT1	EIF4B	1	AC-AD-7
SFMBT1	EPN1	1	AC-AD-7
SFMBT1	GNAI2	1	AC-AD-7
SFMBT1	GNB2	1	AC-AD-7
SFMBT1	HMGB1	1	AC-AD-7
SFMBT1	KPNB1	1	AC-AD-7
SFMBT1	MRAS	1	AC-AD-7
SFMBT1	NUDT3	1	AC-AD-7
SFMBT1	OGDH	1	AC-AD-7
SFMBT1	PARD6A	1	AC-AD-7
SFMBT1	PARP6	1	AC-AD-7
