GSM2233972	GSM2233976	GSM2233978	GSM2233982	GSM2233983	GSM2233984	GSM2233985	GSM2233987	GSM2233988	GSM2233990	GSM2233991	GSM2233992	GSM2233993	GSM2233994	GSM2233995	GSM2233997	GSM2234002	GSM2234007	GSM2234010	GSM2234012	GSM2233971	GSM2233974	GSM2233977	GSM2233979	GSM2233998	GSM2233999	GSM2234000	GSM2234001	GSM2234005	GSM2234011	GSM2234013	GSM2234014	GSM2234017	GSM2234020	GSM2234027	GSM2234029
HES2-RHOBTB3	6.20138952865145	6.21287700239183	5.67060854797688	5.10735741415563	5.68627601753161	5.80820045488858	5.75337689925611	5.73549554749698	5.70595595422009	5.65141497396385	6.39591255424143	5.88250442704529	5.72042382569188	5.84672234404984	6.10035427874006	5.8642945692402	5.49627295146466	5.72711785577637	5.80960423292731	6.01387863969464	5.90686100996636	5.98585774557469	6.11152115771573	5.96976820990517	6.32916230277334	6.13102441937602	6.38796542827943	6.7491071384384	6.00565950168446	6.02768406364603	5.83553206189526	5.9606722219402	6.09830645141626	5.97652357040251	5.93920568764283	5.54414131436295
HMBOX1-RHOBTB3	4.59696519285359	5.74448840369139	5.46326596090384	5.08122707010786	5.41250962584556	5.43952346169549	6.31446290891883	5.54223290310817	5.35111103291875	5.17325289276828	6.832592685444	5.41083384580433	5.14935245309418	5.36504895633847	5.95113219428167	5.31941700786966	4.60771572907962	5.57446956014637	5.27357182859419	5.60903079244639	5.46143892764864	5.49899553956467	5.68229039356416	5.15867886837283	6.82091031680845	5.26938260917001	6.04035133690766	6.47790995461941	4.81716633911905	5.51662035826874	4.88226015229348	6.45821653214837	5.07452869047678	5.74142533028909	5.15094822513133	4.04615800148619
MAFG-RHOBTB3	5.72666599621729	5.5634747371119	5.26556193917183	5.92245142253175	5.46734142770582	5.1717633710383	5.79410498351118	5.87946132985928	5.73231800535119	5.43617468625992	6.92551837896065	5.82804090748118	5.58819739510285	5.32371002320809	5.99633975712774	5.25133470954594	4.63497001917848	5.94405665122331	5.58020507768678	5.79494767968723	5.81177253614793	5.70517624278703	5.49743744791606	5.33154676570408	6.40199471043177	5.37453451349975	5.56279694617497	5.94492477099158	5.06881226126391	5.47047822974129	5.4192540623024	6.00488936214444	5.77900516072856	4.84511223551995	5.4131989095566	5.01502121115222
MZF1-RHOBTB3	5.33687931783713	5.10383051890247	5.2077207491738	5.68027204677061	5.73458648503228	5.22547371604864	5.31282742807052	5.49940210374319	5.60032347709461	5.1567565185353	6.59192968221168	5.61756881273025	5.29849794569023	5.2914846512913	5.89307216128562	5.22821261773342	4.62749851608254	5.50890120139049	5.31927843473407	5.5718551233396	5.59623889194998	5.69507137438382	5.58298423148089	5.13134321826981	6.88799569170385	5.38764229277909	4.31973057216887	6.760414310952	4.80264729550427	5.21467271309314	5.30554886288432	6.07614399725462	5.55146776492226	5.31559223336491	5.31113793278638	3.57372719686219
NR0B1-RHOBTB3	7.72455019620153	7.49086082041339	7.22892665627776	6.21199779607585	7.41975731175521	7.20780970766029	7.41488164312079	7.11012730460305	7.11340589107414	7.10356255278683	7.57430998814439	7.53826237611713	7.27542191857182	7.20484809184012	7.71770092690286	7.28896572424955	6.33831047545127	7.14641184395322	7.42986526352581	7.56941723211278	7.51401466314174	7.58477987952338	7.54794960316012	7.46828598923827	7.77917412220225	7.45407984680614	7.66627696840453	7.79054148674314	7.5273168068431	7.40850722957055	7.47173949121262	7.59916845630242	7.34038748142731	7.43369618850056	7.60185312869307	7.0944098867965
ZNF197-RHOBTB3	6.85940651576752	6.10288671294822	6.17896512939693	5.76389823709171	6.45933558148343	5.68260970332723	6.53572613522337	6.02581771815912	6.13268176228526	6.06299330050389	6.69472983368591	6.44409829541198	6.12876409378083	6.18391287061228	6.39514276517403	6.29440323575106	5.88014661167954	6.35000561022987	6.22749085039527	6.38126627337377	6.18247397498436	6.19661252546759	6.20222607783307	6.06572646217847	6.65668999906308	6.1427764944237	5.48687849877697	6.70336866543708	6.06052053441577	6.01776893924027	6.62949699562866	6.54541835522585	5.64251551240375	5.87035813115874	6.1466591271394	5.51982046322658
ZSCAN2-RHOBTB3	6.73502362336644	6.62017818115449	6.19728327314037	5.67047406863502	6.18817379871183	6.11347245502151	6.62548829013022	6.52863970589264	6.33388634074568	6.38174147624908	7.06283509284484	6.45776560684496	6.30396901858153	6.35209836780572	6.40384999946569	6.32486709195832	6.44735967297748	6.22361835199762	6.41143839053396	6.50285365014562	6.38845797847748	6.58081297473981	6.53930120938193	6.5661167935793	7.01718196027397	6.46886662823186	7.36670991849243	6.95191968840972	6.38355350205535	6.63490113797342	6.23784798316686	6.88109126721	6.51704924022467	6.08318442065976	6.43205809095079	6.71160378025952
NOTCH3-KIF5C	10.6084145117198	10.51794655667	10.7362397985189	11.1429993778963	10.8541295860462	10.7687385740672	9.64519299340765	10.9119233863333	10.567648910772	10.5922657591292	11.2647512779825	11.383094031408	10.6351191782015	10.3529545221884	11.5172975251197	10.3021418573252	10.7061390006127	10.7336766139993	10.7208580390736	10.7762175755764	10.3832517613125	10.5710921525698	10.530139906647	10.0998476497923	11.2146282401954	10.4409145015833	11.1090337664924	11.1694650346138	10.8009313017078	9.6439485139995	9.08645672715267	11.0990538563005	10.2679245113109	10.5296097634188	9.08592000744574	9.66434248022253
ZNF318-KIF5C	12.5123570269085	12.2200411368136	11.5795388052853	11.4304338618437	11.8209538946209	12.0241271066977	10.9965971535789	11.6956806342156	11.8322575856192	11.766832155453	12.5365248073359	11.3295431962543	11.7338739435089	11.4218298935358	12.463826139719	11.5355849458655	11.8482130274352	11.7875289065081	11.7950159848052	11.6976772077844	12.4705228915507	11.7349438780041	11.9811979354562	11.2037176849774	12.3815406421982	11.7494522196095	12.2505249853058	12.4687808831326	12.1079992768617	11.5810894202667	9.73512911129345	12.6936280449061	11.7031541456982	11.6103556790553	11.4632982101404	11.8465637172885
BRCA2-PICALM	5.88477575933781	5.32236190341024	5.2716930240006	5.02422362923734	5.35920847939775	4.77245353930735	4.9516144539181	5.04708985031785	5.25315545239035	5.18743108686586	6.61514273529605	4.7440052343387	4.86930904907129	5.12622601385925	6.53798096492793	4.94881098523999	5.56632393759322	5.29524358297206	5.22197433848785	5.01556946294927	5.0720089791733	5.96705492933739	5.99596866756291	5.3312018553863	5.94802722852219	5.36546197183644	4.55910374577127	6.48338736452942	5.03540825307068	5.11267846731583	5.27241021499719	6.68550293653091	4.93325264870151	5.30340086897698	4.81878798371133	5.11682074836131
FOXH1-PICALM	7.02979700791141	6.41954874788958	6.72618619714262	6.02310113245653	6.64387736241515	6.23527184918166	6.3903888462095	6.56320398688194	6.53139136415543	6.60985159634951	7.20039651750575	6.69896247720014	6.67743729866942	6.98323568215912	7.2049408473862	6.53907762040828	6.54531154235713	6.61270958278993	6.67609338803196	6.61613608954667	6.55039601323774	7.01513106566956	6.83152724279019	6.7323493849354	7.14109977529	6.82028588955777	6.87780248985844	7.39262722008151	6.65367246021232	6.5389313960801	7.41599942578351	7.38242285532489	6.35908442656613	6.77157862706591	6.83085310698998	6.70318648510616
RAG1-PICALM	6.64721300545288	5.86161781212098	5.47508679612494	4.4929420579106	5.3319759414214	3.73422285141717	5.16600830080041	5.13992837604835	5.2582716493831	5.36192280158485	7.28456924410028	4.71227794564339	5.22761767143187	5.47683299418411	6.20863076157498	5.07597222644219	5.34997721628044	5.32461425855529	5.57265269816145	5.1325190492192	4.81565212771399	6.53516325976186	5.79934002639845	5.43988131056538	6.7025602482134	5.61843997456268	5.85661298443173	6.85855349162365	5.2503931646511	4.877548193672	5.40755711292122	6.95329813228305	4.95699535775196	5.6059668048371	4.51978449561786	5.36363695433637
MEF2C-PICALM	6.31648959178138	6.17040645424591	5.84209806712883	5.74022907079951	6.11350654310526	5.9194457618414	5.52638549903251	5.86168708332612	6.01964875651828	6.11736694841125	7.07935762306765	5.97991770151901	5.98015624883557	6.12315713307603	6.69180650899094	6.146489846268	6.21479522442262	6.07737858740732	6.06693326236935	6.06337499467871	6.10793266869875	6.44342997566156	6.44763385920987	6.12960444172623	6.58450390101619	6.26957852039536	6.69922125440141	6.97918852921664	5.80376508713746	6.11624825321528	6.21093952814776	7.12034427896471	6.03267214641217	6.14083262300535	5.83943992161977	6.13279201587044
MEF2D-PICALM	5.70425272014299	5.81210987070699	5.68259077741926	5.09925883371109	5.78862869934885	5.9772401698492	5.05166875803685	5.65633854392269	5.83811322580281	5.56319567690424	6.23513423204319	5.74192443894931	5.59434092155171	5.58614816147308	5.73034212391292	5.68993872565002	5.46278999785079	5.72139633682339	5.79988194098958	5.61293500852227	5.65025514518861	5.93902148234795	5.37276350062041	5.44382124316355	5.64740450637798	5.81479143564478	6.33101494615258	5.88993645084945	5.68602547766831	5.40628948479892	5.32093776596922	5.98506489581963	5.36977736511707	5.4115349571201	5.37584323110264	5.88555141190454
NFRKB-PICALM	5.79727563113416	5.36102785444513	4.79977847468601	4.73223461100334	5.15481047988791	4.78314288704004	4.19015927351452	4.88390990994456	5.11295093093264	5.17376151229918	6.34025170700825	4.49277290655019	4.76383901501664	4.80199814935477	6.75228199006678	4.59207330115437	5.21564738707762	5.08917980991542	5.04920432586512	4.76104568871598	4.64279802161413	5.84963883683305	5.75051316982277	5.27310696824684	5.89634882314814	5.27580015508981	6.45161407349758	6.5246384089298	4.72795386087013	4.9340659979743	4.74541219393078	6.20411906875218	4.93860207376058	5.40917230430209	4.58568807709644	5.01663599388922
SKIL-PICALM	6.14187847477312	5.10152031387844	4.99077309527524	3.21328676638623	5.08454390794208	5.32696367689718	5.9635743919257	4.71866275118431	4.07027784079622	4.63379433847665	6.70878192792678	3.57121709513413	4.12551687122468	4.34177876804431	6.29911329797235	4.02640881771225	4.82398049041177	4.8855123011997	4.99545164736408	4.09437498930005	3.63663165274403	6.02891999624156	4.94784538000737	4.61849318256158	6.62897765408979	4.85361200935496	4.43907481629461	6.41717703285907	4.1791266449445	3.9374939792981	3.28916381827092	6.38015471016753	4.10769523482718	4.76874342794709	3.31007275965038	4.15787912989255
TFEB-PICALM	6.08593800064875	5.55216435875442	5.40134432445338	4.31884565948639	5.41773760743644	5.77809514184493	5.50190795081519	5.3475624351349	5.23079082242994	5.42701092839384	6.85843525674048	4.53490814328853	4.55207390626651	5.09480902845361	6.97770604997258	4.96040347954791	5.45121282752818	5.28314234361341	5.48001651737214	4.94963235219301	4.61389332236809	6.38974088754975	5.06629830452661	5.30309971107268	6.7205660304826	5.29293897363245	5.9659640583376	6.80245510186798	5.14072991302938	4.61918219735423	5.07164580318471	6.23077350992632	4.59182685216992	5.48058614817759	4.53535570099463	4.971293149494
TAF9B-PICALM	6.39537488661705	6.29782343917057	6.7244619027359	7.51498656842523	7.09660944727759	6.02768121687203	7.48199949520247	7.31213001272275	7.06530851814458	7.3154652608618	6.82846580471525	7.40934439611834	7.27268328651849	7.06141338896487	8.15432886691693	7.20191093296515	7.34567313209448	7.08126379920432	6.8632521985667	7.20498528608414	7.25193780528456	7.6055488855623	7.39315470384514	7.24489518757615	7.39743682149012	7.3399000206023	6.44769875449775	7.69659269413653	7.11914645529437	6.93693632022061	7.08098849347313	7.13836685454926	7.21780683356702	7.05327793511924	7.1729978295887	7.09568546524683
ARID5B-PICALM	5.82069924185696	5.89527096032715	5.20578353998081	4.72869516538438	5.45238419272836	5.40973689222707	5.86431045534648	5.20554330254853	5.06816466422072	5.48254195204399	6.79697759130839	4.45846734912465	5.41879809069962	5.27258344122029	6.44139382800616	5.23613703443957	5.59900783150741	5.36879653247647	5.56417149352615	4.95917489268496	4.66774129879994	5.88356402781478	5.44542715437834	5.34448213658538	6.84844725405472	5.49783106096035	4.99636666676884	7.42297946206003	5.17666331700788	4.8969300746439	5.4782428450744	6.80294238746896	4.90692660428709	5.42578611096745	4.14839186892549	5.0981516924674
CBFA2T2-PICALM	5.64266565466869	5.83183092345426	5.32609112849144	5.35199756747325	5.41795184522203	6.03068866427083	6.67821668970234	5.2607444930965	5.38491226436732	5.37983326533639	6.31778328744659	4.58543866348211	5.08735620979184	5.29482779563402	6.5776619634442	5.07140105980513	5.60943331846244	5.45777768229647	5.53374830161084	4.98053425939888	4.70709576234191	5.75308508498964	4.94708563429856	5.33951651218332	6.72627237366753	5.34927442745966	5.877006509159	6.62921559022996	5.05149017735523	5.09635484455917	4.72394406527934	6.23591682333002	4.85068145633974	5.06819936494784	4.5249989260911	5.08980848925034
CIITA-PICALM	6.31326361796921	5.83529001810419	4.87767248106184	4.90327709723518	5.21155660604688	4.30853171863595	4.22898861186721	4.98017820613886	5.23076193515422	5.23664763693519	6.80829162909262	4.39472856906218	5.21993506242133	4.99274094067989	6.40066115521132	4.81820865986491	5.32053543167289	5.2171289995389	5.36560393039123	4.90680996295706	4.60177066030644	5.70194280729731	5.6078673269179	5.2095941946435	6.0561297271165	5.24494670580829	5.29463298000243	6.63645792513645	4.90013772378077	4.5335793941497	4.48176166858804	6.67893594007178	4.7038907584646	5.15846962894607	4.37891680146289	4.86970105864901
DACH1-PICALM	5.03803961272583	5.54444529149596	5.51650227792466	5.9620770368961	5.71864595623204	4.94683518332613	5.63422806153082	6.0581635226081	5.95671098013415	5.9789970075141	6.45714963832826	6.06053229910199	6.02243530650429	6.17651009901266	6.62624110385515	5.80568881478712	6.04283503740025	5.80532116233969	5.49482710474287	5.86605995538052	6.2441983819553	5.98245524265471	5.85834502746025	6.0773658506491	5.30464619361726	5.81184954473905	6.42602216821157	5.52058209548998	5.51054252343084	5.73574892723173	6.6655107250178	5.97356932329383	5.84128394843712	5.78799273811738	6.60147306074663	5.90008795638225
HMBOX1-PICALM	5.16852717429724	5.73165950709733	5.54716555164437	4.51643304031353	5.53429256927318	5.50137046348975	6.43577403877879	5.59402925423043	5.33419624687785	5.56957008528975	6.44063903332957	4.67580516376469	5.59102965510205	5.50881786032434	6.58425035042329	5.6939074565867	5.64679436018099	5.50863925433107	5.43485140221735	5.30596724442209	4.77496161710789	6.00839003580556	5.84714757630685	5.44563079671059	6.97996221774706	5.44081543574585	6.21404309566331	6.41194961391963	4.99631878161134	5.34958996876323	4.75218707981415	6.86767330854988	5.22555974142232	5.48431395135022	4.53913537341381	4.89520989753254
HOXA2-PICALM	5.48924627385436	5.17048416677345	4.9644078635677	4.53582313847912	5.05355688765384	5.41153466823201	4.2077736495329	4.88212190061911	4.7278818271578	4.9894281152649	6.25246026907365	4.46323273348958	4.63446359470888	4.76418986750653	6.18766404299637	4.66391288780444	5.14997252080538	4.95726564772771	4.94484365058153	4.88499500039026	4.34532371521811	6.16713499532422	5.07881145528785	5.03188129555873	6.10597062843428	5.01710509780007	5.73661569935142	5.32378857251467	4.29375677596479	4.76523744843068	4.55266017644965	6.08047057865238	4.59981787776486	4.86453105912264	4.18554148331769	4.84025616324089
KLF7-PICALM	5.51544868029829	5.69902951855595	5.66151652641344	5.39766411230939	5.7542847505848	4.91130386993585	5.80834197507802	5.71460670896704	5.85078086515162	5.73501145064999	6.47633973800691	5.44502207232465	6.12031643745975	5.6602864652594	6.99902550512007	5.87168502055843	6.04557443728044	5.75967213231591	5.68679577905482	5.5561317730036	5.97350090693868	6.08633866408121	6.63780249223213	6.00561885552391	6.21898660654409	6.08917343610744	5.72848130369428	6.57281040745198	5.69205285338322	6.12815284555923	6.16739430165053	6.29727522692677	5.98328277263887	6.01918728435247	6.16907881879843	5.86457851213198
NAB2-PICALM	6.0096168533826	5.57370610350695	5.0086156759974	3.80018976840887	5.12547928957028	5.47023684403544	5.10530188943474	5.16239604982501	4.85587044633056	5.0062619506253	7.23314997356728	4.05632494013662	4.75149383083023	4.85874329032148	6.08900633267925	4.90256415747275	5.24435337917276	5.04232636259449	5.30912553056871	4.69499075509566	3.89241988620657	6.16017808242563	4.83423862115738	4.78721618642653	6.34926091232758	5.02389042626686	5.38915406854879	6.42808936763723	4.78227901494608	4.09756628028443	4.05741057347993	7.27901789857611	4.2972771321745	4.99007278189377	3.59875382874003	4.57605290935703
PHF2-PICALM	5.18256478387167	4.56883660207136	5.14635929058826	5.32935989982104	5.27746285278035	5.24756216377376	5.21229318466332	5.25085864261267	5.21101245673951	5.36462560403069	5.49572130188599	4.78196860078373	5.10321653539266	5.21925615634238	6.03398769016475	5.21324304040576	5.40864328616463	5.23556899820566	5.2571140533895	4.93674050920498	4.73108872119215	6.21640992380208	5.45035021307977	5.29076605282148	6.06857587845018	5.25273264830898	5.84950911268112	5.9787347688744	4.75284591664656	4.87606059810278	4.78020533148953	5.91748726305312	4.82386857161285	5.2814560492635	4.51020126934411	5.07192115004104
TBX3-PICALM	6.18091053548659	6.25244029295628	6.50583920389823	6.04812789427243	6.5074691236148	6.39174352148963	7.00892386812342	6.53767774660676	6.46900052979774	6.37349951181403	6.79428673908353	6.4119899241167	6.13664368984332	6.50154702026406	6.9601919326644	6.37539223022402	6.68168117459236	6.40986826084095	6.44341785997671	6.4493932169715	6.25700954202172	6.96099482807138	6.47820575322984	6.44197870452598	6.98855665335616	6.51338389816158	7.34511221269369	6.96662844328738	6.18126855099409	6.16262960600663	6.32732430603684	6.55518950810391	6.47211970733682	6.63145284929374	6.5138781407292	6.51861574682165
ZNF318-PICALM	7.11227084997454	6.40627338490289	6.23947867245556	6.06668908406087	6.36393483255644	5.41023731416215	7.03444344011226	6.17667210518378	6.21109793948453	6.52533356030567	7.2034335884007	6.38590509840209	6.69468677389646	6.50547184403631	7.58560256823773	6.3786058704496	6.59353651075389	6.46699039872264	6.54491326783341	6.38091497915468	5.98905427032106	6.34864731991694	6.75908692532107	6.45903974577024	7.36718750153501	6.54903882283398	6.80825259750048	7.65098868956083	6.31921411354993	6.143425511888	6.44564614042156	7.53753240636368	6.45960232137922	6.47652854600746	5.93588684093176	6.27580470497026
ZNF407-PICALM	6.48723801045411	5.52782347778025	5.16374019928737	3.51459391072848	5.18692418916928	5.36679903994288	4.25909123250931	4.97895498775195	5.08445673274612	4.73488581690867	7.51659255495069	3.59276175644432	4.51607651019476	4.66718103359092	6.77304436446938	4.3700367849772	5.10260249063941	4.98744726808037	5.13038992033388	4.44421810819334	4.23673573221694	6.24563387763673	5.22725335379727	5.16211647254741	6.99752006828727	5.23017431694244	5.61159984779589	6.91672219790917	4.79223012593174	4.66868490344673	4.52149864155921	7.11982508160354	4.55229871846467	5.25237825323138	4.11041059876653	4.73426710950407
ZNF423-PICALM	6.50036140836372	5.52276856883682	5.77233532220079	4.2444352954782	5.41146358272233	6.75919089358364	5.31644090137841	4.97796829401568	5.1014550558339	5.20564621361943	6.78749349423454	4.03171192758644	5.32330410702498	4.90941189145468	7.05321220183571	4.67212654215703	5.38498656986499	5.32622280294467	5.55496367355988	4.78434979255563	4.28445656493142	5.72097223647772	5.01774612811451	4.96779767687283	7.1068701299113	5.17768917307821	5.85105180367772	6.89353321958758	4.86026233803139	4.73630374904756	4.26829533594695	7.06997667582311	4.6026091069788	4.83168854921456	3.57398107091578	4.68690826747527
ZNF507-PICALM	6.88415114615887	6.59623581883631	6.59040511302878	6.17200918645577	6.56994840170105	6.4680229872006	7.55481195603394	6.63248118481366	6.11968658449038	6.58993725031981	7.23204828081684	6.25369642513783	6.4215819725288	6.46627921198323	7.52692577828786	6.33724388203962	6.73700052348752	6.59398567674465	6.61927005311215	6.48229300827252	6.14195338756855	7.03603693354849	6.55197322235253	6.56357847020645	7.62178461733727	6.5683259460727	6.84657319488963	7.44921191434602	6.08847348716355	6.61135586074195	6.38440575730793	6.66818550454059	6.62843166024832	6.31958590695508	6.12497826975223	6.35089075118862
ZNF528-PICALM	6.44940730311562	6.21542139977235	5.86525020980822	5.21055781196898	6.06849356755858	5.79259066458258	6.40433712495218	6.16671275367258	6.04683133488379	5.80182011395412	6.86817075444797	5.39743641207288	5.7636434416347	5.64077131850671	6.76503397397654	5.84659649917165	6.13564123971791	5.94448949626207	6.08110428924326	5.86779846960839	5.61251996636398	6.77325519583576	6.14488844245567	5.9440195763714	7.20998886582257	6.05485832524894	6.29919977227344	6.89513295637182	5.78517050972962	5.94202587405559	5.34240842018882	6.67342027262995	5.78633928840011	6.01342608575433	5.54265025813982	5.80482237771716
ZBTB24-RGP1	10.6567578557934	9.88325489965311	11.1628601281917	10.3472299837509	10.1764459117579	11.256963000379	11.1501423743106	10.7848692205152	10.8290356289283	10.9880936229562	11.8819845829724	11.4718811870471	10.6812824422382	10.9372158220239	11.4789492367454	11.0029605542172	11.5622201609375	11.0092369308745	11.219311355138	11.2359230270924	10.5498011663975	11.3931136052946	10.922236274556	10.8426847080501	12.2652263074082	10.3098420392323	9.0382799311468	12.8755372118863	10.9032493330858	10.0747464901654	11.1540124913633	10.6016106362792	10.7818493185578	10.7915227239116	10.8755304723421	11.1931208771965
ZNF423-RGP1	10.6180800469728	9.06617930166507	11.3289339959127	11.2386354295353	10.2841579559353	12.5625214834652	11.1931370453131	10.5038664713933	10.8343764534846	10.9908407274267	11.6638904041857	11.6617688201843	11.0538355688871	10.9179217647111	11.8266230694237	10.85783748706	10.5770886824226	10.946063382328	11.3302720841149	11.0473916798531	10.3952701395835	10.8170186092192	10.3151275214884	10.3862387855633	13.2475066615735	9.87923067750106	4.88437137749369	12.9191998585347	10.4526451613844	10.3769421392112	10.8384118581989	10.3068564457086	10.5118865288336	10.2205811429315	10.2828510678666	10.5142470271094
BRCA2-ARFRP1	6.12634298881356	5.90311042538129	6.15029859585806	6.00236767776684	5.84152749604495	4.9432246791423	6.26542221291238	6.13524416429603	6.17204631960378	6.03236432986057	6.19123834558965	7.07212779783079	6.12776047790874	5.72669744178877	6.56690299142882	6.15604105824477	7.01496754066677	6.19565075401226	6.22780304421396	6.90233551261532	5.90175166510599	7.06616788978782	6.00104132187593	6.30101504761575	5.87280566462434	6.17146180327821	5.6614448972181	6.39795556754601	5.610823359804	5.79940423827092	4.84730517488367	10.2849207236074	6.36037061145939	6.22810492738478	5.49843082833814	6.14962968683592
DIDO1-ARFRP1	5.66985784001845	5.7745486293034	5.57841258635958	5.52136869120095	5.57644267324716	4.00661070547429	5.87767929529689	5.22332108048408	5.66658386239408	5.14571257067256	5.73463906695135	6.42882321485472	5.75270753804566	5.11581719997004	6.06948797273992	5.63326724034933	6.86512645970535	5.65045742157153	5.58281713296208	6.66433482040841	5.35786408639322	7.09169216688606	5.60203319976361	6.05210115752382	5.25661026401204	5.80462469001861	4.93903388848247	5.88447542968393	4.58962654015957	5.56683294827704	3.99354849979038	9.53670085577971	5.82277490990775	5.99771829946899	5.74343306861579	6.42609797188105
DNMT1-ARFRP1	8.87456846074235	8.52038279337677	8.79258463685642	8.9000805727068	8.9098351296044	9.38015219195779	8.92170629484281	8.5194258094713	9.06356569331865	8.79309164502919	9.12611139321518	9.44639234458492	8.95650021738484	8.48214666137821	9.18037503943586	8.73836597248206	8.97414526007091	8.83259144866835	8.85671221530771	9.59668372036725	8.81606390928508	9.27473776454826	8.769362188614	8.56571686341201	8.95426490217486	8.87477412534011	8.53483922396916	8.28295166186882	8.48056990737985	8.77861177217866	8.88775423601075	9.1688616915402	8.6995891641829	8.93858235748974	8.53944318562139	9.43647040677257
MEF2C-ARFRP1	6.62563017816191	6.78223650706316	6.38404027674518	6.0702940950915	6.52985523870734	6.76562034613168	6.77080902809637	6.31658912262736	6.48984855469054	6.26752209806705	6.69752195477078	6.75371541082819	6.53422364266075	5.79795995637255	6.79347955184154	6.46453913675577	7.14677035472772	6.55683213291687	6.5051515431864	6.7783997067525	6.32251760765199	7.29567201970917	6.53496042168908	6.54629866375019	6.53843043614793	6.44356330832628	5.2121337299765	6.88836305054519	5.71817128652197	6.05649346644452	4.62872049940268	11.1224208893014	6.45888067962115	6.43676203286043	5.76335067260412	6.42748253090808
ZNF711-ARFRP1	6.00142499575071	6.16486493452696	6.03219013651484	4.69561373643856	5.94521146358072	4.69799271636671	6.42741796022791	5.88567139061838	6.01398000823498	5.64322704254998	5.76466326383567	8.0118974615137	6.16770526951132	5.98285364495835	6.61983956632089	6.03403161923814	7.1385479733857	5.9712318378467	6.54075914351891	6.74925542476342	5.47072262247826	7.83574712887686	5.98955573986981	6.20435536939219	5.2227163544091	6.05797463106443	4.15961644371399	6.18203844201945	5.22581781015423	5.41819922902592	5.59133155525315	12.601889652002	6.05564454817839	6.11265980509749	5.84327741908189	5.92841808891507
ZNF592-ARFRP1	6.28434814786604	6.50291406185588	6.24705243128965	4.63637483022887	6.1029922434552	7.62942255873968	6.53224993180494	5.90337463292379	6.48972937636043	6.22446085064347	6.26355405433129	8.00345080533083	6.37380807631378	5.50288239898777	6.81594039249219	6.24209812840252	6.50161656413786	6.21855975660748	6.47439694626316	7.42054862841101	5.09323613723053	7.57695323774681	5.72397715572053	5.98264923041125	5.40208248267926	5.73362301648467	2.93350925866537	5.99729677959658	6.13093206320902	5.57281715707867	5.89424590845334	13.7633980983223	6.3646519048112	5.84818657655015	4.89951857133759	3.85956917517858
ZNF512B-ARFRP1	9.2259654994221	9.4242354216197	9.33011643370713	8.87696378712809	9.31425422804304	9.69017819534673	9.21662290925238	9.27253828431824	9.33804537425246	9.37430277474914	9.63315817252607	9.55282519274593	9.34667049370253	9.24380788391687	9.43940977579956	9.36273480535462	9.0562254851142	9.28849081813934	9.28326556676032	9.40733299308295	9.26928333300555	9.7394964865417	9.34189940155275	9.37097903242656	9.48600877813297	9.30880382331455	8.74968115227173	9.34872858749446	9.52492982589331	9.23257942902779	8.61951680335179	11.2421709912644	9.39011393548049	9.43512973625684	8.91293264521394	8.37904367010796
CC2D1A-ARFRP1	6.07247726456966	6.71749036007155	6.21925628291663	6.1388250677517	6.20911045763137	4.39903093199305	6.65472951970852	6.17264224152808	6.25852855468213	6.12963447712679	5.99840358667149	7.21202924958442	6.3990638396523	6.05810053116699	6.66067341059048	6.37678104713422	6.9139696957829	6.32560191999667	6.23660086920799	6.84133058227272	5.96146262800615	6.34356206487227	6.57580528676932	6.48338810853988	5.61127611437533	6.40368323727415	5.45406963697745	6.24011009689944	6.2364024344003	6.39788006819924	6.91413077138057	8.83191892154819	6.22864621092334	6.3963154586118	6.07859112757846	6.82458783844172
CSHL1-ARFRP1	10.2186100201723	10.287832749737	10.2107794573112	10.4272638930528	10.2897845137568	9.81157000723766	10.3041657809121	10.4537860475739	10.2982079466092	10.1960101107069	10.2197048678555	10.0387074465633	10.2692475120786	10.2966253309005	10.1811362822493	10.2470458273204	10.385360040765	10.2473634037453	10.2409203845243	9.92410828070891	10.6247719591391	10.2591262519974	10.4244390096372	10.4096846502067	10.4904580138969	10.4415045905963	10.754385987648	10.3816980585152	10.5416099881461	10.3547073443553	10.2154219104078	10.612538152226	10.2941785081019	10.1822467880122	10.3858224040397	10.0082460676631
FXR1-ARFRP1	7.4822996168094	6.24159537618323	7.24621199491253	6.81434715120602	7.15481734272848	5.60506029241537	7.08433865770243	7.06516221871061	7.1815669862161	7.01691921968111	7.26392258105068	8.0397654835443	7.14986818637499	7.19940166663042	7.61693190842692	7.1686146723178	8.02655469519169	7.20427615341268	7.39763645819284	7.85699393396084	7.27872446212511	8.30528436271554	7.28715941047032	7.4551400215546	7.26925625584634	7.4041092281285	7.74363163988345	7.44662865502684	6.82381509489653	7.36789028482725	6.92702507843062	7.75532900185148	7.46651046508501	7.34322660924313	7.2619944122418	8.0651725085464
